link,title,price,location,propertyType,offerType,Bedrooms,Floor area (m),Maid's room,Fully furnished,Fully fenced,Garage,Open space,Landscaped Garden,Carport,Open car spaces,Parking lot,Balcony,Air conditioning,Bar,Built-in wardrobes,Lounge,Courtyard,Basketball court,Garden,Ensuite,Secure parking,Wi-Fi,Multi-purpose lawn,Jogging path,Parks,Swimming pool,24-hour security,Clubhouse,Playground,Gazebos,Function area,Broadband internet available,Pay TV access,Entertainment room,Study room,Fire Alarm,Powder room,CCTV,Alarm System,Ducted cooling,Floorboards,Gym,Jacuzzi,Sauna,Smoke detector,Split-system heating,Badminton court,Helipad,Sports facilities,Tennis court,Baths,Gymnasium,Indoor Pool,Billiards table,Club House,Elevators,Fire exits,Fitness center,Function Room,Lobby,Reception Area,Shower rooms,Social hall,Fire sprinkler system,Meeting rooms,Deck,Central air conditioning,Drying Area,Shops,Basement Parking,Business Center,Health Club,Intercom,Maids Room,Multi-Purpose Hall,Laundry Area,Spa,Gazebo,Utility room,Game Room,Clinic,Daycare Center,Pond,Drying area,Pool bar,Amphitheater,Sky lounge,Study area,Gas heating,Theater,Monthly Payment,Yearly Payment,Daily Payment,Semi furnished
https://www.lamudi.com.ph/modern-3-ensuite-bedrooms-for-rent-in-surigao-del-166849438569.html,"Modern 3 Ensuite Bedrooms For Rent In Surigao Del Norte, Mindanao.",34000.0,"Sabang, Surigao",apartment,rent,3,150.0,False,1,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
https://www.lamudi.com.ph/apartment-room-for-rent-in-balbagon-mambajao-camiguin.html,Apartment/ Room for Rent in Balbagon Mambajao Camiguin,3500.0,"Balbagon, Mambajao",apartment,rent,4,,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
https://www.lamudi.com.ph/3-doors-apartment-for-sale-at-diho-subd-buhangin-davao-city.html,"3 Doors Apartment For Sale at Diho Subd., Buhangin, Davao City",15000000.0,"Buhangin, Davao",apartment,buy,3,240.0,False,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
https://www.lamudi.com.ph/54-room-apartelle-budget-hotel-along-a-aliongto-ave-in-lanang-davao-city.html,"54 Room Apartelle/Budget Hotel along A. Aliongto Ave. in Lanang, Davao City",125000000.0,"Alfonso Angliongto S, Davao",apartment,buy,54,1000.0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
https://www.lamudi.com.ph/apartment-test-for-sale-166841677257.html,apartment test for sale,1.0,San Isidro,apartment,buy,1,,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
https://www.lamudi.com.ph/2-bedroom-luxury-apartment-at-shambala-terraces-at-165899125256.html,"2 Bedroom Luxury Apartment at Shambala Terraces at Boracay Island, Aklan",14840000.0,"Yapak, Malay",apartment,buy,2,123.0,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
https://www.lamudi.com.ph/apartment-for-sale-at-ventoso-residences-boracay-m-165891299446.html,"Apartment for Sale at Ventoso Residences Boracay, Malay, Aklan",10800000.0,"Balabag, Malay",apartment,buy,1,60.0,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
https://www.lamudi.com.ph/shambala-terraces-luxury-apartment-for-sale-at-bor-165881459865.html,"Shambala Terraces Luxury Apartment For SALE at Boracay Island, Malay, Aklan",5880000.0,"San Viray, Malay",apartment,buy,1,55.0,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
https://www.lamudi.com.ph/for-sale-luxurious-apartment-at-scandi-boracay-mal-16591574449.html,"For Sale Luxurious Apartment at Scandi-Boracay, Malay, Aklan",215000000.0,"Balabag, Malay",apartment,buy,14,150.0,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
https://www.lamudi.com.ph/2-storey-boarding-house-at-the-back-of-garcia-coll-166007722724.html,"For Sale 2 Storey Boarding House at the back of Garcia College, Kalibo, Aklan",2990000.0,"Estancia, Kalibo",apartment,buy,11,225.0,False,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
https://www.lamudi.com.ph/1-bedroom-luxury-suite-for-sale-at-7-stones-bolabo-165891293140.html,"1 Bedroom Luxury Suite For Sale At 7 Stones Bolabog Boracay, Malay Aklan",15000000.0,"Balabag, Malay",apartment,buy,1,87.57,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
https://www.lamudi.com.ph/for-sale-2-bedroom-apartment-with-360-view-in-boracay-island-aklan.html,"For Sale 2 Bedroom Apartment with 360 view in Boracay Island, Aklan",12000000.0,"Manoc-Manoc, Malay",apartment,buy,2,155.0,False,,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
https://www.lamudi.com.ph/for-sale-apartment-bldg-boracay-for-p50m-16622957186.html,For Sale:  Apartment Bldg Boracay for P50M,50000000.0,"Balabag, Malay",apartment,buy,10,450.0,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
https://www.lamudi.com.ph/brand-new-r-house-apartelle-for-sale-in-boracay-aklan-3.html,Brand New! R House Apartelle For Sale in Boracay Aklan,28000000.0,"Yapak, Malay",apartment,buy,10,500.0,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
https://www.lamudi.com.ph/for-sale-scandi-club-bora-1brapartment-for-p6m-166270429130.html,"For Sale: Scandi Club Boracay 1BR Apartment for P6M, Malay, Aklan",6000000.0,"Balabag, Malay",apartment,buy,1,40.0,False,1,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
https://www.lamudi.com.ph/brand-new-r-house-apartelle-for-sale-in-boracay-aklan-2.html,Brand New R House Apartelle For Sale in Boracay Aklan,28000000.0,"Yapak, Malay",apartment,buy,10,500.0,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
https://www.lamudi.com.ph/brand-new-r-house-apartelle-for-sale-in-boracay-aklan-1.html,Brand New! R House Apartelle For Sale in Boracay Aklan,28000000.0,"Yapak, Malay",apartment,buy,10,500.0,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
https://www.lamudi.com.ph/brand-new-r-house-apartelle-for-rent-in-boracay-aklan-1.html,Brand New R House Apartelle For Rent in Boracay Aklan,180000.0,"Yapak, Malay",apartment,rent,10,500.0,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,
https://www.lamudi.com.ph/2-bedroom-long-term-rental-at-monaco-suites-de-bor-166667756314.html,2-Bedroom Long-Term-Rental at Monaco Suites De Boracay,60000.0,"Manoc-Manoc, Malay",apartment,rent,2,140.0,False,1,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
https://www.lamudi.com.ph/brand-new-r-house-apartelle-for-rent-in-boracay-aklan-2.html,Brand New R House Apartelle For Rent in Boracay Aklan,180000.0,"Yapak, Malay",apartment,rent,10,500.0,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,
https://www.lamudi.com.ph/brand-new-r-house-apartelle-for-rent-in-boracay-aklan.html,Brand New R House Apartelle For Rent in Boracay Aklan,180000.0,"Yapak, Malay",apartment,rent,10,500.0,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,
https://www.lamudi.com.ph/for-rent-41-80-sqm-1-bedroom-unit-with-balcony-at-oceanway-residences-in-aklan.html,For Rent: 41.80 sqm 1-Bedroom Unit with Balcony at Oceanway Residences in Aklan,25000.0,"Yapak, Malay",apartment,rent,1,41.8,False,,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,
https://www.lamudi.com.ph/for-sale-3-door-apartment-in-cruzada-legazpi-city-albay.html,"For sale 3-door apartment in Cruzada, Legazpi City, Albay",7500000.0,"Bgy. 40 - Cruzada, Legazpi",apartment,buy,2,128.0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
https://www.lamudi.com.ph/9-door-apartment-with-tenants-living-at-mac-mariano-village-naga-for-sale.html,"9 Door Apartment with tenants living at Mac Mariano Village, Naga for sale",15750000.0,"Balatas, Naga",apartment,buy,6,750.0,False,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
https://www.lamudi.com.ph/residential-apartment-building-for-sale-naga-city-166028461151.html,"Residential Apartment/Building For Sale : Sta. Cruz, Naga City",7000000.0,"Santa Cruz, Naga",apartment,buy,4,116.0,False,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
https://www.lamudi.com.ph/house-and-lot-boarding-house-for-sale.html,"House and Lot\Boarding House For Sale in Sta. Cruz, Naga City,",9000000.0,"Santa Cruz, Naga",apartment,buy,9,210.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
https://www.lamudi.com.ph/brand-new-contemporary-apartment-in-exclusive-for-rent.html,Brand New Contemporary Apartment In Exclusive for Rent,25000.0,"Villa Petrona, Libon",apartment,rent,2,58.0,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
https://www.lamudi.com.ph/naga-city-apartment-in-san-felipe.html,"Naga City, Apartment in San Felipe",10000.0,"San Felipe, Naga",apartment,rent,1,100.0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
https://www.lamudi.com.ph/studio-type-apartment-166675655391.html,Studio Type Apartment for rent,5500.0,"Manook, Gubat",apartment,rent,1,,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
https://www.lamudi.com.ph/1-bedroom-apartment-in-in-dugcal-camaligan-camarines-sur-for-rent.html,"1 bedroom Apartment in in Dugcal, Camaligan, Camarines Sur for rent",4300.0,"Dugcal, Camaligan",apartment,rent,1,30.0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
https://www.lamudi.com.ph/sorrento-oasis-pasig-city-166614398591.html,Sorrento Oasis 2 bedroom Pasig City for rent,20000.0,"Pasig, Claveria",apartment,rent,2,29.0,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
https://www.lamudi.com.ph/6-units-apartment-for-sale-in-balanga-city-bataan.html,6 Units Apartment for Sale in Balanga City Bataan,16000000.0,"Central, Balanga",apartment,buy,12,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
https://www.lamudi.com.ph/3-door-up-and-down-apartment-for-sale-in-calungusa-165833543169.html,"3 Door Up and Down Apartment For Sale in Calungusan, Orion, Bataan",4300000.0,"Calungusan, Orion",apartment,buy,3,120.0,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
https://www.lamudi.com.ph/semi-finished-4-unit-apartment-w-roof-deck-in-front-of-pilar-elementary-school.html,Semi finished 4 unit apartment w/ Roof Deck in Front of Pilar Elementary School,5232500.0,"Poblacion, Pilar",apartment,buy,2,36.5,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
