regionName,cityName
batangas,taysan
batangas,tingloy
batangas,tuy
benguet,atok
benguet,baguio
benguet,bakun
benguet,bokod
benguet,buguias
benguet,itogon
benguet,kabayan
benguet,kapangan
benguet,kibungan
benguet,la-trinidad
benguet,mankayan
benguet,sablan
benguet,tuba
benguet,tublay
biliran,almeria
biliran,biliran-1
biliran,cabucgayan
biliran,caibiran
biliran,culaba
biliran,kawayan
biliran,maripipi
biliran,naval
bohol,alburquerque
bohol,alicia
bohol,anda
bohol,antequera
bohol,baclayon
bohol,balilihan
bohol,batuan
bohol,bien-unido
bohol,bilar
bohol,bohol-1
bohol,buenavista-1
bohol,calape
bohol,candijay
bohol,carmen-1
bohol,catigbian
bohol,clarin
bohol,corella
bohol,cortes
bohol,dagohoy
bohol,danao
bohol,dauis
bohol,dimiao
bohol,duero
bohol,garcia-hernandez
bohol,getafe
bohol,guindulman
bohol,inabanga
bohol,jagna
bohol,lila
bohol,loay
bohol,loboc
bohol,loon
bohol,mabini-1
bohol,maribojoc
bohol,panglao
bohol,pilar-2
bohol,president-carlos-p-garcia
bohol,sagbayan
bohol,san-isidro-1
bohol,san-miguel
bohol,sevilla
bohol,sierra-bullones
bohol,sikatuna
bohol,tagbilaran
bohol,talibon
bohol,trinidad
bohol,tubigon
bohol,ubay
bohol,valencia
bukidnon,baungon
bukidnon,cabanglasan
bukidnon,damulog
bukidnon,dancagan
bukidnon,don-carlos
bukidnon,impasug-ong
bukidnon,kadingilan
bukidnon,kalilangan
bukidnon,kibawe
bukidnon,kitaotao
bukidnon,lantapan
bukidnon,libona
bukidnon,malaybalay
bukidnon,malitbog
bukidnon,manolo-fortich
bukidnon,maramag
bukidnon,pangantucan
bukidnon,quezon-1
bukidnon,san-fernando
bukidnon,sumilao
bukidnon,talakag
bukidnon,vallencia
bulacan,angat
bulacan,balagtas
bulacan,baliuag
bulacan,bocaue
bulacan,bulacan-1
bulacan,bustos
bulacan,calumpit
bulacan,dona-remedios-trinidad
bulacan,guiguinto
bulacan,hagonoy
bulacan,malolos
bulacan,marilao
bulacan,meycauayan
bulacan,norzagaray
bulacan,obando
bulacan,pandi
bulacan,paombong
bulacan,plaridel
bulacan,pulilan
bulacan,san-ildefonso
bulacan,san-jose-del-monte
bulacan,san-miguel-1
bulacan,san-rafael
bulacan,santa-maria
cagayan,abulug
cagayan,alcala
cagayan,allacapan
cagayan,amulung
cagayan,aparri
cagayan,baggao
cagayan,ballesteros
cagayan,buguey
cagayan,camalaniugan
cagayan,claveria
cagayan,enrile
cagayan,gattaran
cagayan,gonzaga
cagayan,iguig
cagayan,lal-lo
cagayan,lasam
cagayan,pamplona
cagayan,penablanca
cagayan,piat
cagayan,rizal-1
cagayan,sanchez-mira
cagayan,santa-ana
cagayan,santa-praxedes
cagayan,santa-teresita-1
cagayan,santo-nino
cagayan,solana
cagayan,tuao
cagayan,tuguegarao
camarines-norte,basud
camarines-norte,capalonga
camarines-norte,daet
camarines-norte,jose-panganiban
camarines-norte,labo
camarines-norte,mercedes
camarines-norte,paracale
camarines-norte,san-lorenzo-ruiz
camarines-norte,san-vicente
camarines-norte,santa-elena
camarines-norte,talisay-1
camarines-norte,vinzons
camarines-sur,baao
camarines-sur,balatan
camarines-sur,bato
camarines-sur,bombon
camarines-sur,buhi
camarines-sur,bula
camarines-sur,cabusao
camarines-sur,calabanga
camarines-sur,camaligan
camarines-sur,canaman
camarines-sur,caramoan
camarines-sur,del-gallego
camarines-sur,gainza
camarines-sur,garchitorena
camarines-sur,goa
camarines-sur,iriga
camarines-sur,lagonoy
camarines-sur,libmanan
camarines-sur,lupi
camarines-sur,magarao
camarines-sur,milaor
camarines-sur,minalabac
camarines-sur,nabua
camarines-sur,naga
camarines-sur,ocampo
camarines-sur,pamplona-1
camarines-sur,pasacao
camarines-sur,pili
camarines-sur,presentacion
camarines-sur,ragay
camarines-sur,sagnay
camarines-sur,san-fernando-1
camarines-sur,san-jose-2
camarines-sur,sipocot
camarines-sur,siruma
camarines-sur,tigaon
camarines-sur,tinambac
camiguin,catarman
camiguin,guinsiliban
camiguin,mahinog
camiguin,mambajao
camiguin,sagay
capiz,cuartero
capiz,dao
capiz,dumalag
capiz,dumarao
capiz,ivisan
capiz,jamindan
capiz,ma-ayon
capiz,mambusao
capiz,panay
capiz,panitan
capiz,pilar-3
capiz,pontevedra
capiz,president-roxas
capiz,roxas
capiz,sapi-an
capiz,sigma
capiz,tapaz
cavite,alfonso
cavite,amadeo
cavite,bacoor
cavite,carmona
cavite,cavite-city
cavite,dasmarinas
cavite,general-emilio-aguinaldo
cavite,general-mariano-alvarez
cavite,general-trias
cavite,imus
cavite,indang
cavite,kawit
cavite,magallanes-1
cavite,maragondon
cavite,mendez
cavite,naic
cavite,noveleta
cavite,rosario-2
cavite,silang
cavite,tagaytay
cavite,tanza
cavite,ternate
cavite,trece-martires
cebu,alcantara
cebu,alcoy
cebu,alegria
cebu,aloguinsan
cebu,argao
cebu,asturias
cebu,badian
cebu,balamban
cebu,bantayan
cebu,barili
cebu,bogo
cebu,boljoon
cebu,borbon
cebu,carcar
cebu,carmen-2
cebu,catmon
cebu,cebu-1
cebu,compostela
cebu,consolacion
cebu,cordova
cebu,daanbantayan
cebu,dalaguete
cebu,danao-1
cebu,dumanjug
cebu,gintilan
cebu,lahug
cebu,lapu-lapu
cebu,liloan
cebu,mactan
cebu,madridejos
cebu,malabuyoc
cebu,mandaue
cebu,medellin
cebu,minglanilla
cebu,moalboal
cebu,naga-1
cebu,oslob
cebu,pilar-4
cebu,pinamungahan
cebu,poro
cebu,ronda
cebu,samboan
cebu,san-fernando-2
cebu,san-francisco-1
cebu,san-remigio-1
cebu,santa-fe
cebu,santander
cebu,sibonga
cebu,sogod
cebu,tabogon
cebu,tabuelan
cebu,talisay-2
cebu,toledo
cebu,tuburan-1
cebu,tudela
compostela-valley,compostela-1
compostela-valley,laak
compostela-valley,mabini-2
compostela-valley,maco
compostela-valley,maragusan
compostela-valley,mawab
compostela-valley,monkayo
compostela-valley,montevista
compostela-valley,nabunturan
compostela-valley,new-bataan
compostela-valley,pantukan
cotabato,alamada
cotabato,aleosan
cotabato,antipas
cotabato,arakan
cotabato,banga
cotabato,banisilan
cotabato,carmen-3
cotabato,general-santos
cotabato,kabacan
cotabato,kidapawan
cotabato,koronadal
cotabato,surallah
cotabato,tantangan
cotabato,tulunan
cotabato,president-roxas-5
cotabato,pikit
cotabato,matalam
davao-del-norte,asuncion
davao-del-norte,braulio-e-dujali
davao-del-norte,carmen-4
davao-del-norte,island-of-garden-samal-samal
davao-del-norte,kapalong
davao-del-norte,new-corella
davao-del-norte,panabo
davao-del-norte,san-isidro-2
davao-del-norte,santo-tomas-1
davao-del-norte,tagum
davao-del-norte,talaingod
davao-del-sur,bansalan
davao-del-sur,davao
davao-del-sur,digos
davao-del-sur,hagonoy-1
davao-del-sur,kiblawan
davao-del-sur,magsaysay
davao-del-sur,malalag
davao-del-sur,matanao
davao-del-sur,padada
davao-del-sur,santa-cruz
davao-del-sur,sulop
davao-oriental,baganga
davao-oriental,banaybanay
davao-oriental,boston
davao-oriental,caraga
davao-oriental,cateel
davao-oriental,governor-generoso
davao-oriental,lupon
davao-oriental,manay
davao-oriental,mati
davao-oriental,san-isidro-3
davao-oriental,tarragona
dinagat-islands,cagdianao
dinagat-islands,dinagat
dinagat-islands,libjo
dinagat-islands,loreto-1
dinagat-islands,san-jose-3
dinagat-islands,tubajon
eastern-samar,arteche
eastern-samar,balangiga
eastern-samar,balangkayan
eastern-samar,borongan
eastern-samar,can-avid
eastern-samar,dolores-1
eastern-samar,general-macarthur
eastern-samar,giporlos
eastern-samar,guiuan
eastern-samar,hernani
eastern-samar,jipapad
eastern-samar,lawaan
eastern-samar,llorente
eastern-samar,maslog
eastern-samar,maydolong
eastern-samar,mercedes-1
eastern-samar,oras
eastern-samar,quinapondan
eastern-samar,salcedo
eastern-samar,san-julian
eastern-samar,san-policarpo
eastern-samar,sulat
eastern-samar,taft
guimaras,buenavista-2
guimaras,jordan
guimaras,nueva-valencia
guimaras,san-lorenzo
guimaras,sibunag
ifugao,aguinaldo
ifugao,alfonso-lista
ifugao,asipulo
ifugao,banaue
ifugao,hingyon
ifugao,hungduan
ifugao,kiangan
ifugao,lagawe
ifugao,lamut
ifugao,mayoyao
ifugao,tinoc
ilocos-norte,adams
ilocos-norte,bacarra
ilocos-norte,badoc
ilocos-norte,bangui
ilocos-norte,banna
ilocos-norte,batac
ilocos-norte,burgos
ilocos-norte,carasi
ilocos-norte,currimao
ilocos-norte,dingras
ilocos-norte,dumalneg
ilocos-norte,laoag
ilocos-norte,marcos
ilocos-norte,nueva-era
ilocos-norte,pagudpud
ilocos-norte,paoay
ilocos-norte,pasuquin
ilocos-norte,piddig
ilocos-norte,pinili
ilocos-norte,san-nicolas-1
ilocos-norte,sarrat
ilocos-norte,solsona
ilocos-norte,vintar
ilocos-sur,alilem
ilocos-sur,banayoyo
ilocos-sur,bantay
ilocos-sur,burgos-1
ilocos-sur,cabugao
ilocos-sur,candon
ilocos-sur,caoayan
ilocos-sur,cervantes
ilocos-sur,galimuyod
ilocos-sur,gregorio-del-pilar
ilocos-sur,lidlidda
ilocos-sur,magsingal
ilocos-sur,nagbukel
ilocos-sur,narvacan
ilocos-sur,quirino-1
ilocos-sur,salcedo-1
ilocos-sur,san-emilio
ilocos-sur,san-esteban
ilocos-sur,san-ildefonso-1
ilocos-sur,san-juan-3
ilocos-sur,san-vicente-1
ilocos-sur,santa
ilocos-sur,santa-catalina
ilocos-sur,santa-cruz-1
ilocos-sur,santa-lucia
ilocos-sur,santa-maria-2
ilocos-sur,santiago-1
ilocos-sur,santo-domingo-1
ilocos-sur,sigay
ilocos-sur,sinait
ilocos-sur,sugpon
ilocos-sur,suyo
ilocos-sur,tagudin
ilocos-sur,vigan
iloilo,ajuy
iloilo,alimodian
iloilo,anilao
iloilo,badangan
iloilo,balasan
iloilo,banate
iloilo,barotac-nuevo
iloilo,barotac-viejo
iloilo,batad
iloilo,bingawan
iloilo,cabatuan
iloilo,calinog
iloilo,carles
iloilo,concepcion
iloilo,dingle
iloilo,duenas
iloilo,dumangas
iloilo,estancia
iloilo,guimbal
iloilo,igbaras
iloilo,iloilo-1
iloilo,janiuay
iloilo,jaro
iloilo,lambunao
iloilo,leganes
iloilo,lemery-1
iloilo,leon
iloilo,maasin
iloilo,mandurriao
iloilo,miagao
iloilo,mina
iloilo,new-lucena
iloilo,oton
iloilo,passi
iloilo,pavia
iloilo,pototan
iloilo,san-dionisio
iloilo,san-enrique
iloilo,san-joaquin
iloilo,san-miguel-3
iloilo,san-rafael-1
iloilo,santa-barbara
iloilo,sara
iloilo,tigbauan
iloilo,tubungan
iloilo,zarraga
isabela,alicia-1
isabela,angadanan
isabela,aurora-1
isabela,benito-soliven
isabela,burgos-2
isabela,cabagan
isabela,cabatuan-1
isabela,cauayan
isabela,cordon
isabela,delfin-albano
isabela,dinapigue
isabela,divilacan
isabela,echague
isabela,gamu
isabela,ilagan
isabela,jones
isabela,luna-1
isabela,maconacon
isabela,mallig
isabela,naguilian
isabela,quezon-2
isabela,quirino-2
isabela,ramon
isabela,reina-mercedes
isabela,roxas-1
isabela,san-agustin
isabela,san-guillermo
isabela,san-isidro-4
isabela,san-manuel
isabela,san-mariano
isabela,san-mateo
isabela,san-pablo
isabela,santa-maria-3
isabela,santiago-2
isabela,santo-tomas-2
isabela,tumauini
kalinga,balbalan
kalinga,pasil
kalinga,pinukpuk
kalinga,rizal-2
kalinga,tabuk
kalinga,tanudan
kalinga,tinglayan
la-union,agoo
la-union,aringay
la-union,bacnotan
la-union,bagulin
la-union,balaoan
la-union,bangar-1
la-union,bauang
la-union,burgos-3
la-union,caba
la-union,luna-2
la-union,naguilian-1
la-union,pugo
la-union,rosario-3
la-union,san-fernando-3
la-union,san-gabriel
la-union,san-juan-4
la-union,santo-tomas-3
la-union,santol
la-union,sudipen
la-union,tubao
laguna,alaminos
laguna,bay
laguna,binan
laguna,cabuyao
laguna,calamba
laguna,calauan
laguna,cavinti
laguna,famy
laguna,kalayaan
laguna,liliw
laguna,los-banos
laguna,luisiana
laguna,lumban
laguna,mabitac
laguna,magdalena
laguna,majayjay
laguna,nagcarlan
laguna,paete
laguna,pagsanjan
laguna,pakil
laguna,pangil
laguna,pila
laguna,rizal-3
laguna,san-pablo-1
laguna,san-pedro
laguna,santa-cruz-2
laguna,santa-maria-4
laguna,santa-rosa
laguna,siniloan
laguna,victoria
lanao-del-norte,bacolod
lanao-del-norte,baloi
lanao-del-norte,baroy
lanao-del-norte,iligan
lanao-del-norte,kapatagan
lanao-del-norte,kauswagen
lanao-del-norte,kolambugan
lanao-del-norte,lala
lanao-del-norte,linamon
lanao-del-norte,magsaysay-1
lanao-del-norte,maigo
lanao-del-norte,matungao
lanao-del-norte,munai
lanao-del-norte,nunungan
lanao-del-norte,pantao-ragat
lanao-del-norte,pantar
lanao-del-norte,poona-piagapo
lanao-del-norte,salvador
lanao-del-norte,sapad
lanao-del-norte,sultan-naga-dimaporo
lanao-del-norte,tagoloan
lanao-del-norte,tangcal
lanao-del-norte,tubod
lanao-del-sur,bacolod-kalawi
lanao-del-sur,balindong
lanao-del-sur,bayang
lanao-del-sur,binidayan
lanao-del-sur,buadiposo-buntong
lanao-del-sur,bubong
lanao-del-sur,bumbaran
lanao-del-sur,butig
lanao-del-sur,calanogas
lanao-del-sur,ditsaan-ramain
lanao-del-sur,ganassi
lanao-del-sur,kapai
lanao-del-sur,lumba-bayabao
lanao-del-sur,lumbaca-unayan
lanao-del-sur,lumbatan
lanao-del-sur,lumbayanague
lanao-del-sur,madalum
lanao-del-sur,madamba
lanao-del-sur,maguing
lanao-del-sur,malabang
lanao-del-sur,marantao
lanao-del-sur,marawi
lanao-del-sur,masiu
lanao-del-sur,mulondo
lanao-del-sur,pagayawan
lanao-del-sur,piagapo
lanao-del-sur,picong
lanao-del-sur,poona-bayabao
lanao-del-sur,pualas
lanao-del-sur,saguiaran
lanao-del-sur,sultan-dumalondong
lanao-del-sur,tagoloan-ii
lanao-del-sur,tamparan
lanao-del-sur,taraka
lanao-del-sur,tubaran
lanao-del-sur,tugaya
lanao-del-sur,wao
leyte,abuyog
leyte,alangalang
leyte,albuera
leyte,babatngon
leyte,barugo
leyte,bato-2
leyte,baybay
leyte,burauen
leyte,calubian
leyte,capoocan
leyte,carigara
leyte,dagami
leyte,dulag
leyte,hilongos
leyte,hindang
leyte,inopacan
leyte,isabel
leyte,jaro-1
leyte,javier
leyte,julita
leyte,kananga
leyte,la-paz-2
leyte,leyte-1
leyte,macarthur
leyte,mahaplag
leyte,matag-ob
leyte,matalom
leyte,mayoraga
leyte,merida
leyte,ormoc
leyte,palo
leyte,palompon
leyte,pastrana
leyte,san-isidro-5
leyte,san-miguel-4
leyte,santa-fe-1
leyte,tabango
leyte,tabontabon
leyte,tacloban
leyte,tanuan
leyte,tolosa
leyte,tunga
leyte,villaba
marinduque,boac
marinduque,buenavista-3
marinduque,gasan
marinduque,mogpog
marinduque,santa-cruz-3
marinduque,torrijos
metro-manila,caloocan
metro-manila,las-pinas
metro-manila,makati
metro-manila,malabon
metro-manila,mandaluyong
metro-manila,manila
metro-manila,marikina
metro-manila,muntinlupa
metro-manila,navotas
metro-manila,paranaque
metro-manila,pasay
metro-manila,pasig
metro-manila,pateros
metro-manila,quezon-city
metro-manila,san-juan-5
metro-manila,taguig
metro-manila,valenzuela
misamis-occidental,aloran
misamis-occidental,baliangao
misamis-occidental,bonifacio
misamis-occidental,calamba-1
misamis-occidental,clarin-1
misamis-occidental,concepcion-1
misamis-occidental,don-victoriano-chiongbian
misamis-occidental,jimenez
misamis-occidental,lopez-jaena
misamis-occidental,oroquieta
misamis-occidental,ozamiz
misamis-occidental,panaon
misamis-occidental,plaridel-1
misamis-occidental,sapang-dalaga
misamis-occidental,sinacaban
misamis-occidental,tangub
misamis-occidental,tudela-1
misamis-oriental,alubijid
misamis-oriental,balingasag
misamis-oriental,balingoan
misamis-oriental,binuangan
misamis-oriental,cagayan-de-oro
misamis-oriental,claveria-2
misamis-oriental,el-salvador
misamis-oriental,gingoog
misamis-oriental,gitagum
misamis-oriental,initao
misamis-oriental,jasaan
misamis-oriental,kinaguitan
misamis-oriental,lagonglong
misamis-oriental,laguindingan
misamis-oriental,libertad-1
misamis-oriental,lugait
misamis-oriental,magsaysay-2
misamis-oriental,manticao
misamis-oriental,medina
misamis-oriental,naawan
misamis-oriental,opol
misamis-oriental,salay
misamis-oriental,sugbongcogon
misamis-oriental,tagaloan
misamis-oriental,talisayan
misamis-oriental,villanueva
mountain-province,barlig
mountain-province,bauko
mountain-province,besao
mountain-province,bontoc
mountain-province,natonin
mountain-province,paracelis
mountain-province,sabangan
mountain-province,sadanga
mountain-province,sagada
mountain-province,tadian
negros-occidental,bacolod-1
negros-occidental,bago
negros-occidental,binalbagan
negros-occidental,cadiz
negros-occidental,calatrava
negros-occidental,candoni
negros-occidental,cauayan-1
negros-occidental,enrique-b-magalona
negros-occidental,escalante
negros-occidental,himamaylan
negros-occidental,hinigaran
negros-occidental,hinoba-an
negros-occidental,ilog
negros-occidental,isabela-2
negros-occidental,kabankalan
negros-occidental,la-carlota
negros-occidental,la-castellana
negros-occidental,manapla
negros-occidental,moises-padilla
negros-occidental,murcia
negros-occidental,pontevedra-1
negros-occidental,pulupandan
negros-occidental,sagay-1
negros-occidental,salvador-benedicto
negros-occidental,san-carlos
negros-occidental,san-enrique-1
negros-occidental,silay
negros-occidental,sipalay
negros-occidental,talisay-3
negros-occidental,toboso
negros-occidental,valladolid
negros-occidental,victorias
negros-oriental,amlan
negros-oriental,ayungon
negros-oriental,bacong
negros-oriental,bais
negros-oriental,basay
negros-oriental,bayawan
negros-oriental,bindoy
negros-oriental,canlaon
negros-oriental,dauin
negros-oriental,dumaguete
negros-oriental,guihulngan
negros-oriental,jimulalud
negros-oriental,la-libertad
negros-oriental,mabinay
negros-oriental,majuyod
negros-oriental,pamplona-2
negros-oriental,san-jose-4
negros-oriental,santa-catalina-1
negros-oriental,siaton
negros-oriental,sibulan
negros-oriental,tanjay
negros-oriental,tayasan
negros-oriental,valencia-1
negros-oriental,vallehermoso
negros-oriental,zamboanguita
northern-samar,allen
northern-samar,biri
northern-samar,bobon
northern-samar,capul
northern-samar,catarman-1
northern-samar,catubig
northern-samar,gamay
northern-samar,laoang
northern-samar,lapinig
northern-samar,las-navas
northern-samar,lavezares
northern-samar,lope-de-vega
northern-samar,mapanas
northern-samar,mondragon
northern-samar,palapag
northern-samar,pambujan
northern-samar,rosario-4
northern-samar,san-antonio
northern-samar,san-isidro-6
northern-samar,san-jose-5
northern-samar,san-roque
northern-samar,san-vicente-2
northern-samar,silvino-lobos
northern-samar,victoria-1
nueva-ecija,aliaga
nueva-ecija,bongabon
nueva-ecija,cabanatuan
nueva-ecija,cabiao
nueva-ecija,carranglan
nueva-ecija,cuyapo
nueva-ecija,gabaldon
nueva-ecija,gapan
nueva-ecija,general-mamerto-natividad
nueva-ecija,general-tinio
nueva-ecija,guimba
nueva-ecija,jaen
nueva-ecija,laur
nueva-ecija,licab
nueva-ecija,llanera
nueva-ecija,lupao
nueva-ecija,munoz
nueva-ecija,nampicuan
nueva-ecija,palayan
nueva-ecija,pantabangan
nueva-ecija,penaranda
nueva-ecija,quezon-3
nueva-ecija,rizal-4
nueva-ecija,san-antonio-1
nueva-ecija,san-isidro-7
nueva-ecija,san-jose-6
nueva-ecija,san-leonardo
nueva-ecija,santa-rosa-1
nueva-ecija,santo-domingo-2
nueva-ecija,talavera
nueva-ecija,talugtug
nueva-ecija,zaragoza
nueva-vizcaya,alfonso-castaneda
nueva-vizcaya,ambaguio
nueva-vizcaya,aritao
nueva-vizcaya,bagabag
nueva-vizcaya,bambang
nueva-vizcaya,bayonbong
nueva-vizcaya,diadi
nueva-vizcaya,dupax-del-norte
nueva-vizcaya,dupax-del-sur
nueva-vizcaya,kasibu
nueva-vizcaya,kayapa
nueva-vizcaya,quezon-4
nueva-vizcaya,santa-fe-2
nueva-vizcaya,solano
nueva-vizcaya,villaverde
occidental-mindoro,abra-de-ilog
occidental-mindoro,calintaan
occidental-mindoro,looc
occidental-mindoro,lubang
occidental-mindoro,magsaysay-3
occidental-mindoro,mamburao
occidental-mindoro,paluan
occidental-mindoro,rizal-5
occidental-mindoro,sablayan
occidental-mindoro,san-jose-7
occidental-mindoro,santa-cruz-4
oriental-mindoro,baco
oriental-mindoro,bansud
oriental-mindoro,bongabong
oriental-mindoro,bulalacao
oriental-mindoro,calapan
oriental-mindoro,gloria
oriental-mindoro,mansalay
oriental-mindoro,naujan
oriental-mindoro,pinamalayan
oriental-mindoro,pola
oriental-mindoro,puerto-galera
oriental-mindoro,roxas-2
oriental-mindoro,san-teodoro
oriental-mindoro,socorro
oriental-mindoro,victoria-2
palawan,aborlan
palawan,araceli
palawan,busuanga
palawan,coron
palawan,culion
palawan,dumaran
palawan,el-nido
palawan,kalayaan-1
palawan,linapacan
palawan,narra
palawan,puerto-princesa
palawan,roxas-3
palawan,san-vicente-3
palawan,sofronio-espanola
palawan,taytay
pampanga,angeles
pampanga,apalit
pampanga,arayat
pampanga,bacolor
pampanga,candaba
pampanga,san-fernando-34
pampanga,floridablanca
pampanga,guagua
pampanga,lubao
pampanga,mabalacat
pampanga,macabebe
pampanga,magalang
pampanga,masantol
pampanga,mexico
pampanga,minalin
pampanga,porac
pampanga,san-luis-3
pampanga,san-simon
pampanga,santa-ana-1
pampanga,santa-rita
pampanga,santo-tomas-4
pampanga,sasmuan
pangasinan,agno
pangasinan,aguilar
pangasinan,alaminos-1
pangasinan,alcala-1
pangasinan,anda-1
pangasinan,asingan
pangasinan,balungao
pangasinan,bani
pangasinan,basista
pangasinan,bautista
pangasinan,bayambang
pangasinan,binalonan
pangasinan,binmaley
pangasinan,bolinao
pangasinan,bugallon
pangasinan,burgos-4
pangasinan,calasiao
pangasinan,dagupan
pangasinan,dasol
pangasinan,infanta
pangasinan,labrador
pangasinan,laoac
pangasinan,lingayen
pangasinan,mabini-3
pangasinan,malasiqui
pangasinan,manaoag
pangasinan,mangaldan
pangasinan,mangatarem
pangasinan,mapandan
pangasinan,natividad
pangasinan,pozorrubio
pangasinan,rosales
pangasinan,san-carlos-1
pangasinan,san-fabian
pangasinan,san-jacinto-1
pangasinan,san-manuel-1
pangasinan,san-nicolas-2
pangasinan,san-quintin-1
pangasinan,santa-barbara-1
pangasinan,santa-maria-5
pangasinan,santo-tomas-5
pangasinan,sison
pangasinan,sual
pangasinan,tayug
pangasinan,umingan
pangasinan,urbiztondo
pangasinan,urdaneta
pangasinan,villasis
quezon,agdangan
quezon,alabat
quezon,atimonan
quezon,buenavista-4
quezon,burdeos
quezon,calauag
quezon,candelaria
quezon,catanauan
quezon,dolores-2
quezon,general-luna
quezon,general-nakar
quezon,guinayangan
quezon,gumaca
quezon,infanta-1
quezon,jomalig
quezon,lopez
quezon,lucban
quezon,lucena
quezon,macalelon
quezon,mauban
quezon,mulanay
quezon,padre-burgos
quezon,pagbilao
quezon,panukulan
quezon,patnanungan
quezon,perez
quezon,pitogo
quezon,plaridel-2
quezon,polillo
quezon,quezon-6
quezon,real
quezon,sampaloc
quezon,san-andres-1
quezon,san-antonio-2
quezon,san-fransisco
quezon,san-narciso
quezon,sariaya
quezon,tagkawayan
quezon,tayabas
quezon,tiaong
quezon,unisan
quirino,aglipay
quirino,cabarroguis
quirino,diffun
quirino,maddela
quirino,nagtipunan
quirino,saguday
rizal,angono
rizal,antipolo
rizal,baras-1
rizal,binangonan
rizal,cainta
rizal,cardona
rizal,jalajala
rizal,morong-1
rizal,pililla
rizal,rodriguez
rizal,san-mateo-1
rizal,tanay
rizal,taytay-1
rizal,teresa
romblon,alcantara-1
romblon,banton
romblon,cajidiocan
romblon,calatrava-1
romblon,concepcion-2
romblon,corcuera
romblon,ferrol
romblon,looc-1
romblon,magdiwang
romblon,odiongan
romblon,romblon-1
romblon,san-agustin-1
romblon,san-andres-2
romblon,san-fernando-5
romblon,san-jose-8
romblon,santa-fe-3
samar,almagro
samar,basey
samar,calbayog
samar,calbiga
samar,catbalogan
samar,daram
samar,gandara
samar,hinabangan
samar,jiabong
samar,marabut
samar,matuguinao
samar,motiong
samar,pagsanghan
samar,paranas
samar,pinabacdao
samar,san-jorge
samar,san-jose-de-buan
samar,san-sebastian
samar,santa-margarita
samar,santa-rita-1
samar,santo-nino-1
samar,tagapul-an
samar,talalora
samar,tarangnan
samar,villareal
samar,zumarraga
sarangani,alabel
