ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"85.172.0.30","elite","AS25490","RU","Southen Telecommunication Maintainer","87","OJSC Rostelecom Macroregional Branch South","8080","http","1263","763","2022-11-21T14:03:19.994Z","100","340","341"
"188.235.130.50","anonymous","AS50543","RU","JSC \"ER-Telecom Holding\"","58","JSC \"ER-Telecom Holding\" Saratov Branch","8080","http","1313","763","2022-11-21T14:05:45.300Z","100","338","339"
"103.9.156.113","anonymous","AS63730","VN","Vnso Technology Company","242","VNSO","3128","http","1221","763","2022-11-21T14:03:58.723Z","99","333","337"
"139.99.236.128","anonymous","AS16276","AU","OVH SAS","248","OVH Australia PTY LTD","3128","http","1288","763","2022-11-21T14:06:32.360Z","100","338","338"
"5.135.176.161","elite","AS16276","FR","OVH SAS","5","OVH","10000","http","1238","762","2022-11-21T14:04:47.684Z","100","441","441"
"163.172.37.158","elite","AS12876","FR","Online S.A.S.","1","ONLINE","9741","http","1237","762","2022-11-21T14:05:29.723Z","100","419","419"
"151.80.120.192","anonymous","AS16276","FR","OVH SAS","5","Sharma Mahi","3128","http","1260","762","2022-11-21T14:01:35.240Z","100","381","381"
"51.195.181.84","elite","AS16276","GB","OVH SAS","9","OVH Ltd","8080","http","1142","762","2022-11-21T14:03:04.471Z","100","350","351"
"182.74.63.189","anonymous","AS9498","IN","Bharti Airtel","159","ANI Broadband Service Private Limited","82","http","1300","762","2022-11-21T14:05:45.301Z","99","338","340"
"80.91.125.115","anonymous","AS35047","AL","Abissnet ISP","40","N/A","8088","http","1329","762","2022-11-21T14:03:30.311Z","99","338","340"
"122.155.165.191","anonymous","AS9335","TH","CAT Telecom Public Company Limited","192","N/A","3128","http","1272","762","2022-11-21T14:05:43.448Z","100","340","340"
"181.78.27.38","anonymous","AS52468","PY","Ufinet Paraguay S.A","240","Ufinet Colombia","999","http","1262","762","2022-11-21T14:06:32.361Z","95","322","338"
"51.195.81.233","elite","AS16276","DE","OVH SAS","10","OVH Ltd","8080","http","1256","762","2022-11-21T14:04:47.684Z","83","279","338"
"206.62.64.34","anonymous","AS262865","BR","AGIS","202","Ired Servicos de Comunicacao Multimidia Eireli","8080","http","1207","762","2022-11-21T14:01:56.385Z","99","336","338"
"177.87.168.6","elite","AS52583","BR","Asstelecom telecomunicação Ltda me","192","Asstelecom telecomunicação Ltda me","53281","http","1241","762","2022-11-21T14:04:34.500Z","99","332","334"
"189.90.249.80","anonymous","AS28201","BR","Companhia Itabirana Telecomunicações Ltda","208","Companhia Itabirana Telecomunicações Ltda","9999","http","1253","762","2022-11-21T14:06:02.519Z","99","332","334"
"101.255.144.5","anonymous","AS38511","ID","PT Remala Abadi","166","N/A","8080","http","1282","762","2022-11-21T14:05:45.301Z","100","331","332"
"196.216.132.9","anonymous","AS328471","ZA","Herotel","197","N/A","8080","http","1233","761","2022-11-21T14:02:40.988Z","100","338","338"
"51.75.52.229","elite","AS16276","PL","OVH SAS","29","OVH Sp. z o. o","3000","http","1304","761","2022-11-21T14:08:21.447Z","100","336","336"
"80.249.187.85","elite","AS31376","RU","Smart Telecom Company","35","Smart Telecom Limited","8080","http","1283","761","2022-11-21T14:07:47.125Z","100","335","335"
"144.76.101.219","elite","AS24940","DE","Hetzner Online GmbH","21","Hetzner","10016","http","1290","760","2022-11-21T14:01:24.391Z","100","422","424"
"113.160.37.152","elite","AS45899","VN","VietNam Post and Telecom Corporation","264","Vietnam Posts and Telecommunications Group","53281","http","1230","760","2022-11-21T14:05:53.880Z","100","335","335"
"36.94.47.59","anonymous","AS7713","ID","PT. Telekomunikasi Indonesia","189","Telekomunikasi Indonesia","4480","http","1249","760","2022-11-21T14:05:10.479Z","99","330","332"
"85.14.243.31","anonymous","AS24961","DE","myLoc managed IT AG","20","myLoc managed IT AG","3128","http","1320","758","2022-11-21T14:06:49.684Z","88","317","361"
"36.93.75.154","anonymous","AS7713","ID","Telekomunikasi Indonesia","197","HSI Indihome","8080","http","1202","757","2022-11-21T14:02:34.134Z","97","327","336"
"41.33.3.36","anonymous","AS8452","EG","TE Data","213","N/A","1981","http","1168","757","2022-11-21T14:02:28.435Z","96","322","337"
"195.154.67.61","anonymous","AS12876","FR","Online S.A.S.","1","ONLINE","3128","http","1195","756","2022-11-21T14:01:33.815Z","100","355","355"
"212.73.73.234","anonymous","AS12297","AM","Telecom Armenia CJSC","61","Armenia Telephone Company","8081","http","1178","756","2022-11-21T14:03:37.156Z","96","325","338"
"91.93.42.123","anonymous","AS34984","TR","Superonline Iletisim Hizmetleri A.S.","60","Telekom19 Telekominikasyon Teknoloji Bilisim Hizmetleri Sanayi VE Ticaret Ltd.","10001","http","1231","755","2022-11-21T14:01:55.121Z","100","450","450"
"83.220.47.146","elite","AS31261","RU","GARS","46","N/A","8080","http","1284","754","2022-11-21T14:05:19.439Z","100","339","339"
"103.36.35.135","anonymous","AS131111","ID","PT Mora Telematika Indonesia","168","PT Tunas Sukses Mandiri","8080","http","1215","754","2022-11-21T14:04:53.465Z","100","335","335"
"188.133.137.9","anonymous","AS21353","RU","Enforta-SPB","57","N/A","8081","http","1341","754","2022-11-21T14:08:53.616Z","99","331","333"
"137.74.90.233","anonymous","AS16276","FR","OVH SAS","6","Hostiko","8282","http","1230","753","2022-11-21T14:03:20.752Z","98","368","374"
"66.211.155.34","anonymous","AS10367","US","FirstLight Fiber","73","First Light Fiber","8080","http","1330","753","2022-11-21T14:08:53.616Z","100","334","335"
"67.206.232.81","anonymous","AS11992","PR","AT&T Mobility Puerto Rico","137","AT&T Mobility Puerto Rico","999","http","1325","753","2022-11-21T14:01:21.007Z","100","331","332"
"181.78.27.34","anonymous","AS52468","PY","Ufinet Paraguay S.A","241","Ufinet Colombia","999","http","1237","752","2022-11-21T14:06:03.305Z","97","329","339"
"146.120.174.149","elite","AS44340","UA","Gargat Igor Vasilevich","39","Gargat Igor Vasilevich","8989","http","1231","752","2022-11-21T14:08:41.734Z","93","316","338"
"206.189.146.13","elite","AS14061","SG","DigitalOcean, LLC","155","DigitalOcean, LLC","8080","http","1245","752","2022-11-21T14:08:41.734Z","100","333","333"
"95.111.239.49","anonymous","AS51167","DE","Contabo GmbH","13","Contabo GmbH","3128","http","1199","751","2022-11-21T14:08:41.734Z","100","432","432"
"5.61.26.118","anonymous","AS58262","IR","Negah Roshan Pars - Parsdev Iran Network","164","N/A","3128","http","1228","751","2022-11-21T14:02:10.301Z","99","342","345"
"158.69.185.37","anonymous","AS16276","CA","OVH SAS","85","OVH Hosting, Inc.","3129","http","1220","751","2022-11-21T14:02:10.301Z","100","340","340"
"190.117.79.18","anonymous","AS12252","PE","America Movil Peru S.A.C.","196","America Movil Peru S.A.C","999","http","1212","751","2022-11-21T14:05:17.109Z","99","336","338"
"114.251.193.153","anonymous","AS4808","CN","China Unicom Beijing Province Network","278","N/A","3128","http","1161","751","2022-11-21T14:02:54.468Z","99","332","335"
"194.5.195.184","anonymous","AS60631","IR","Pars Parva System LLC","84","ParsPack","3128","http","1394","751","2022-11-21T14:03:08.476Z","85","284","335"
"61.9.34.146","anonymous","AS17970","PH","Sky Cable Corporation","206","Sky Cable Corporation","1337","http","1348","750","2022-11-21T14:06:12.487Z","95","322","339"
"45.91.187.37","anonymous","AS202074","IT","Link Telecomunicazioni SRL","43","N/A","8080","http","1271","750","2022-11-21T14:04:45.715Z","100","340","341"
"79.122.202.20","anonymous","AS12772","RU","Enforta-TMN","78","N/A","8080","http","1263","750","2022-11-21T14:04:02.243Z","99","336","339"
"103.105.78.208","anonymous","AS136874","ID","GARUDA","205","N/A","3125","http","1246","750","2022-11-21T14:03:26.826Z","96","323","337"
"178.32.223.222","elite","AS16276","FR","OVH ISP","5","OVH","8118","http","1226","749","2022-11-21T14:01:16.760Z","100","456","456"
"91.121.175.124","anonymous","AS16276","FR","OVH SAS","5","OVH ISP","80","http","1402","749","2022-11-21T14:08:24.663Z","100","402","402"
"116.31.75.31","elite","AS4134","CN","Chinanet","324","Chinanet GD","8080","http","1279","749","2022-11-21T14:04:03.035Z","97","350","361"
"103.59.213.29","anonymous","AS58678","IN","India Gaming Center","135","N/A","8080","http","1121","749","2022-11-21T14:02:04.095Z","99","336","339"
"88.157.181.42","anonymous","AS2860","PT","NOS COMUNICACOES S.A","47","NOS COMUNICACOES, S.A","8080","http","1338","749","2022-11-21T14:06:29.186Z","100","338","338"
"187.95.34.135","anonymous","AS28260","BR","Alta Rede Corporate Network Telecom Ltda - EPP","208","Alta Rede Fiber Telecom Ltda","8080","http","2008","749","2022-11-21T14:05:06.556Z","97","328","338"
"193.108.21.234","anonymous","AS20493","FR","Viparis LE Palais DES Congres De Paris SAS","1","Viparis LE Palais DES Congres De Paris","1234","http","1364","748","2022-11-21T14:03:08.476Z","100","455","456"
"50.236.203.15","anonymous","AS7922","US","Comcast Cable Communications, LLC","103","Comcast Cable Communications, LLC","8080","http","1249","748","2022-11-21T14:01:24.357Z","100","340","340"
"193.41.88.58","elite","AS13032","UA","Kyiv National Taras Shevchenko University","55","Kyiv National Taras Shevchenko University","53281","http","1272","748","2022-11-21T14:02:35.978Z","92","312","340"
"84.54.185.203","anonymous","AS29084","BG","ComNet Bulgaria Ltd","45","Comnet Bulgaria Holding Ltd.","8080","http","1189","748","2022-11-21T14:03:06.082Z","100","339","340"
"124.158.186.254","anonymous","AS55685","ID","PT Jala Lintas Media","194","N/A","8080","http","1187","748","2022-11-21T14:04:14.317Z","99","335","338"
"188.133.152.247","anonymous","AS21353","RU","Enforta-MSK","63","N/A","1256","http","1249","747","2022-11-21T14:01:51.237Z","98","332","339"
"151.80.136.138","elite","AS16276","FR","OVH SAS","7","OVH SAS","3128","http","1218","746","2022-11-21T14:01:51.237Z","100","440","440"
"178.236.223.250","anonymous","AS15493","RU","JSC \"Russian Company\" LIR","76","JSC Russian Company","8080","http","1285","746","2022-11-21T14:01:29.233Z","100","358","358"
"103.52.144.49","anonymous","AS59147","ID","PT Bandhawa Tri Tirta","169","N/A","8080","http","1347","746","2022-11-21T14:03:10.429Z","99","354","357"
"77.236.237.241","anonymous","AS21353","RU","Enforta-MSK","50","ArtCommunications Ltd.","1256","http","1256","746","2022-11-21T14:09:15.934Z","99","336","338"
"185.109.61.120","anonymous","AS201540","IR","Pishgaman Toseeh Fan Avari Etelaat va Ertebataat Jonoub","109","N/A","8080","http","1273","746","2022-11-21T14:03:33.326Z","98","327","334"
"188.165.255.116","anonymous","AS16276","FR","OVH SAS","4","OVH ISP","3128","http","1244","745","2022-11-21T14:05:53.502Z","100","359","359"
"95.85.57.84","elite","AS14061","NL","DigitalOcean, LLC","10","Digital Ocean","33129","http","1260","745","2022-11-21T14:01:29.234Z","100","350","350"
"182.253.36.60","anonymous","AS38060","ID","BIZNET","187","N/A","8080","http","1207","745","2022-11-21T14:03:05.671Z","100","338","339"
"190.119.211.187","anonymous","AS12252","PE","America Movil Peru S.A.C.","192","America Movil Peru S.A.C","999","http","1349","745","2022-11-21T14:08:26.099Z","91","309","340"
"201.163.163.202","anonymous","AS11172","MX","Alestra, S. de R.L. de C.V.","143","Alestra, S. de R.L. de C.V","999","http","1204","745","2022-11-21T14:01:43.949Z","100","339","340"
"212.98.145.42","anonymous","AS39010","LB","TerraNet sal","53","Minstry of Interior","9094","http","1212","745","2022-11-21T14:01:42.052Z","99","332","337"
"61.7.184.124","anonymous","AS131090","TH","CAT Telecom Public Company Limited","199","National Telecom Public Company Limited","8080","http","1272","745","2022-11-21T14:02:33.359Z","89","297","335"
"36.89.245.65","anonymous","AS7713","ID","PT. Telekomunikasi Indonesia","202","Telekomunikasi Indonesia","8080","http","1137","744","2022-11-21T14:02:59.128Z","97","329","340"
"217.70.28.188","elite","AS29319","RU","Informational-measuring systems","47","Informational-measuring systems Ltd.","8080","http","1210","744","2022-11-21T14:02:13.331Z","100","338","338"
"139.255.21.74","anonymous","AS9905","ID","PT. LINKNET","195","N/A","8080","http","1315","744","2022-11-21T14:07:28.869Z","100","333","333"
"14.29.108.150","elite","AS4134","CN","Chinanet","284","Chinanet GD","8998","http","1645","743","2022-11-21T14:02:52.165Z","96","324","339"
"61.9.53.106","anonymous","AS17970","PH","Sky Cable Corporation","216","Sky Cable Corporation","1337","http","1191","743","2022-11-21T14:01:30.316Z","94","319","340"
"91.93.42.120","anonymous","AS34984","TR","Superonline Iletisim Hizmetleri A.S.","59","Telekom19 Telekominikasyon Teknoloji Bilisim Hizmetleri Sanayi VE Ticaret Ltd.","10001","http","1218","743","2022-11-21T14:02:13.330Z","100","334","334"
"182.180.53.188","anonymous","AS17557","PK","Pakistan Telecommuication company limited","168","N/A","7777","http","1350","742","2022-11-21T14:08:26.502Z","84","294","351"
"88.146.185.3","anonymous","AS16019","CZ","UPC Czech","24","TaNET West s.r.o.","3128","http","1121","742","2022-11-21T14:03:36.388Z","100","340","340"
"167.71.199.211","elite","AS14061","SG","DigitalOcean, LLC","164","DigitalOcean, LLC","34305","http","1275","742","2022-11-21T14:05:32.853Z","100","337","338"
"103.19.130.50","anonymous","AS58890","BD","InfoLink","180","InfoLink","8080","http","1246","741","2022-11-21T14:05:47.672Z","99","336","340"
"45.55.62.171","anonymous","AS14061","US","DigitalOcean, LLC","85","Digital Ocean","3128","http","1143","741","2022-11-21T14:02:38.963Z","99","336","338"
"178.150.148.38","elite","AS13188","UA","Triolan","51","N/A","8282","http","1202","741","2022-11-21T14:02:19.998Z","99","333","337"
"95.217.120.81","anonymous","AS24940","FI","Hetzner Online GmbH","36","HETZNER-DC","3368","http","1276","741","2022-11-21T14:02:11.392Z","100","334","335"
"207.180.228.20","anonymous","AS51167","DE","Contabo GmbH","15","Contabo GmbH","3128","http","1335","740","2022-11-21T14:02:07.249Z","99","335","339"
"182.253.105.123","anonymous","AS17451","ID","Biznet Networks","182","Prima Multi Usaha Indonesia","8080","http","1223","740","2022-11-21T14:05:16.749Z","100","336","337"
"220.135.72.149","anonymous","AS3462","TW","Chunghwa Telecom Co., Ltd.","224","Chunghwa Telecom Co. Ltd.","8080","http","1327","740","2022-11-21T14:07:17.580Z","97","327","337"
"38.7.16.188","anonymous","AS28398","MX","Internet Telefonia Y TV De Michoacan SA De CV","140","INTERNET TELEFONIA Y TV DE MICHOACAN SA de CV","999","http","1255","740","2022-11-21T14:05:47.235Z","99","332","335"
"177.240.27.141","anonymous","AS262916","MX","Mega Cable, S.A. de C.V.","143","Mega Cable, S.A. de C.V","999","http","1315","740","2022-11-21T14:08:26.502Z","96","320","335"
"151.80.120.193","anonymous","AS16276","FR","OVH SAS","5","Sharma Mahi","3128","http","1197","739","2022-11-21T14:02:19.630Z","100","381","381"
"74.114.232.162","anonymous","AS46817","US","Midwest Telecom of America, Inc","116","Midwest Telecom of America, Inc","8080","http","1296","739","2022-11-21T14:04:31.019Z","100","355","355"
"178.216.251.188","anonymous","AS43754","IR","Asiatech Data Transmission company","79","Asiatech Data Transmission company","3128","http","1330","739","2022-11-21T14:05:28.525Z","99","348","351"
"103.49.202.252","elite","AS133957","BD","SOL-BD","179","Shah Ahmed Raquib","80","http","1152","739","2022-11-21T14:02:53.393Z","96","327","341"
"1.224.3.122","elite","AS9277","KR","SK Broadband Co Ltd","235","SKBroadband Co. Inc","3888","http","1196","739","2022-11-21T14:03:35.253Z","100","341","341"
"41.33.3.35","anonymous","AS8452","EG","TE Data","53","N/A","1981","http","1248","739","2022-11-21T14:05:06.557Z","96","326","340"
"62.27.108.174","anonymous","AS12312","DE","ecotel communication ag","41","Ostertag DeTeWe GmbH","8080","http","1286","738","2022-11-21T14:08:26.503Z","95","316","333"
"194.36.174.153","elite","AS43754","IR","Asiatech Data Transmission company","166","DorisHost","443","http","1173","737","2022-11-21T14:02:17.636Z","75","262","350"
"47.252.4.64","anonymous","AS45102","US","Alibaba.com LLC","79","ALICLOUD-US","8888","http","1272","737","2022-11-21T14:06:13.672Z","99","336","340"
"195.39.233.18","anonymous","AS28974","UA","Active Operations LLC","48","Active Operations LLC","8080","http","1315","737","2022-11-21T14:05:28.087Z","99","332","335"
"63.250.53.181","anonymous","AS29802","GB","HIVELOCITY, Inc.","98","Strasmore, Inc.","3128","http","1375","736","2022-11-21T14:02:17.623Z","99","409","412"
"23.106.47.15","anonymous","AS7203","US","Leaseweb USA, Inc.","140","Leaseweb USA, Inc","3128","http","1198","736","2022-11-21T14:08:26.120Z","100","339","340"
"181.31.225.234","anonymous","AS7303","AR","Telecom Argentina S.A","250","Fibertel","3128","http","1248","736","2022-11-21T14:02:48.639Z","99","333","337"
"80.244.229.102","anonymous","AS21353","RU","Enforta-MSK","75","ArtCommunications Ltd.","10000","http","1347","735","2022-11-21T14:07:59.726Z","97","330","339"
"101.200.220.107","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","220","Aliyun Computing Co., LTD","8080","http","1259","735","2022-11-21T14:01:50.076Z","98","332","339"
"91.214.31.234","anonymous","AS49327","UA","TOV \"Telza\"","56","purposes","8080","http","1346","734","2022-11-21T14:03:10.815Z","100","340","341"
"103.125.36.99","anonymous","AS63859","ID","PT. Eka Mas Republik","233","Myrepublic","3125","http","1154","734","2022-11-21T14:01:40.181Z","96","327","341"
"45.112.127.140","anonymous","AS58369","ID","FIBERNET","163","N/A","3179","http","1217","734","2022-11-21T14:04:33.723Z","99","338","340"
"89.179.244.233","anonymous","AS8402","RU","CORBINA-BROADBAND","88","N/A","20000","http","1212","733","2022-11-21T14:05:54.695Z","99","335","339"
"120.78.17.9","anonymous","AS37963","CN","Hangzhou Alibaba Advertising Co","262","Aliyun Computing Co., LTD","80","http","1304","731","2022-11-21T14:04:56.281Z","97","329","339"
"188.133.152.125","anonymous","AS21353","RU","Enforta-MSK","61","N/A","8080","http","1315","731","2022-11-21T14:08:56.060Z","99","336","339"
"103.206.51.225","anonymous","AS137085","IN","Ani Broadband Service Pvt Ltd","234","Starnet Broaband Services private limited","84","http","1150","731","2022-11-21T14:02:32.675Z","100","339","339"
"190.2.210.202","anonymous","AS262186","CO","TV AZTECA SUCURSAL COLOMBIA","172","TV AZTECA SUCURSAL COLOMBIA","999","http","1211","731","2022-11-21T14:02:56.355Z","93","309","333"
"159.138.40.86","elite","AS136907","HK","Huawei International Pte. Ltd.","263","N/A","8888","http","1143","730","2022-11-21T14:09:21.040Z","98","330","338"
"45.174.79.1","anonymous","AS28431","MX","Raul Duarte Urita","129","Raul Duarte Urita","999","http","1193","729","2022-11-21T14:05:34.769Z","99","449","452"
"117.54.238.62","anonymous","AS9340","ID","PT IndoInternet","172","N/A","8080","http","1208","729","2022-11-21T14:07:41.177Z","100","333","334"
"8.142.18.73","elite","AS37963","CN","Hangzhou Alibaba Advertising Co.","277","Aliyun Computing Co.","80","http","1179","728","2022-11-21T14:01:42.783Z","90","307","340"
"157.230.34.219","anonymous","AS14061","SG","DigitalOcean, LLC","156","DigitalOcean, LLC","3128","http","1171","727","2022-11-21T14:02:09.906Z","95","322","340"
"45.173.6.5","anonymous","AS262191","CO","Columbus Networks Colombia","169","Integra Multisolutions","999","http","1257","727","2022-11-21T14:08:56.061Z","100","338","339"
"46.0.203.186","elite","AS34533","RU","JSC \"ER-Telecom Holding\"","61","CJSC \"ER-Telecom Holding\" Samara Branch","8080","http","1261","727","2022-11-21T14:05:02.931Z","99","336","340"
"191.52.213.80","anonymous","AS270037","PE","Comwifi Telecomunicaciones E.I.R.L","169","Comwifi Telecomunicaciones E.I.R.L","999","http","1416","727","2022-11-21T14:07:31.237Z","100","335","336"
"178.63.62.94","anonymous","AS24940","DE","Hetzner Online GmbH","22","Hetzner","10001","https","1360","725","2022-11-21T14:07:15.587Z","100","402","402"
"113.253.130.214","elite","AS9304","HK","HGC Global Communications Limited","189","HGC Global Communications Limited","8193","http","1138","725","2022-11-21T14:03:59.067Z","99","379","382"
"78.47.227.89","elite","AS24940","DE","Hetzner Online GmbH","18","Hetzner","8118","http","1296","725","2022-11-21T14:03:52.527Z","100","368","368"
"31.146.180.218","anonymous","AS35805","GE","JSC \"Silknet\"","88","Silknet Gpon","8080","http","1269","725","2022-11-21T14:03:52.528Z","100","341","341"
"102.68.78.57","anonymous","AS328490","KE","Unwired Communications Ltd","160","Unwired Communications Ltd","8080","http","1226","725","2022-11-21T14:05:09.331Z","100","338","338"
"5.58.97.89","anonymous","AS16223","UA","Columbus","40","Lanet Network Ltd","8080","http","1286","725","2022-11-21T14:03:52.528Z","96","325","338"
"118.70.12.171","elite","AS18403","VN","FPT Telecom Company","189","Vietnam Internet Network Information Center","53281","http","1292","725","2022-11-21T14:06:42.717Z","100","336","337"
"54.179.198.152","anonymous","AS16509","SG","Amazon.com, Inc.","185","AWS EC2 (ap-southeast-1)","3128","http","1322","723","2022-11-21T14:02:54.883Z","98","350","356"
"119.82.241.21","anonymous","AS24521","ID","Indonesia Network Information Center","219","N/A","8080","http","1264","723","2022-11-21T14:01:34.854Z","99","339","341"
"101.109.176.134","anonymous","AS23969","TH","TOT Public Company Limited","156","TOT Public Company Limited","8080","http","1258","722","2022-11-21T14:01:31.957Z","100","346","347"
"201.163.73.93","elite","AS11172","MX","Alestra, S. de R.L. de C.V.","147","Alestra, S. de R.L. de C.V","55443","http","1190","722","2022-11-21T14:01:31.094Z","100","339","340"
"190.202.94.210","anonymous","AS8048","VE","CANTV Servicios, Venezuela","150","CANTV Servicios, Venezuela","8080","http","1254","722","2022-11-21T14:04:48.036Z","99","334","336"
"38.49.128.114","anonymous","AS28458","MX","Ientc S De RL De CV","138","IENTC S de RL de CV","999","https","1205","720","2022-11-21T14:07:43.560Z","100","411","412"
"187.190.252.248","anonymous","AS22884","MX","Total Play Telecomunicaciones SA De CV","151","Total Play Telecomunicaciones SA De CV","999","http","1316","720","2022-11-21T14:03:41.374Z","99","341","345"
"119.15.90.22","anonymous","AS24492","KH","WiCAM Corporation Ltd","183","WiCAM Corporation, LTD","8080","http","1374","720","2022-11-21T14:07:59.365Z","99","338","340"
"138.122.147.122","anonymous","AS18734","MX","Operbes, S.A. de C.V.","160","Operbes, S.A. de C.V.","8080","http","1310","720","2022-11-21T14:01:18.307Z","100","338","339"
"201.20.94.93","anonymous","AS28598","BR","MOB SERVICOS DE TELECOMUNICACOES S.A.","214","MOB SERVICOS DE TELECOMUNICACOES S.A","8080","http","1333","719","2022-11-21T14:09:11.737Z","100","351","351"
"177.93.50.106","anonymous","AS262186","CO","TV AZTECA SUCURSAL COLOMBIA","177","TV AZTECA SUCURSAL COLOMBIA","999","http","1246","718","2022-11-21T14:07:14.423Z","100","334","335"
"175.100.103.170","elite","AS38623","KH","VIETTEL (CAMBODIA) PTE., LTD","207","Viettel (cambodia) Pte., Ltd.","55443","http","1251","717","2022-11-21T14:03:41.375Z","96","325","339"
"117.160.250.132","anonymous","AS24445","CN","China Mobile communications corporation","269","China Mobile","8081","http","1252","716","2022-11-21T14:03:31.457Z","80","272","338"
"138.201.63.139","elite","AS24940","DE","Hetzner Online GmbH","19","Hetzner","4444","http","1276","715","2022-11-21T14:04:07.258Z","100","453","453"
"77.236.238.33","anonymous","AS21353","RU","ArtCommunications Ltd.","68","ArtCommunications Ltd.","1256","http","1293","713","2022-11-21T14:08:41.312Z","99","337","339"
"71.19.240.35","elite","AS11831","CA","eSecureData","148","eSecureData","3128","http","1330","709","2022-11-21T14:04:18.194Z","98","332","339"
"103.127.1.130","elite","AS138492","BD","Chittagong Focus Online","194","CFO","80","http","1241","709","2022-11-21T14:03:12.332Z","94","320","340"
"113.18.254.2","elite","AS9808","CN","China Unicom Zhejiang Province network","234","FuJian Internet Communications Co., LTD.","80","http","1198","708","2022-11-21T14:08:41.758Z","100","341","341"
"51.79.50.46","elite","AS16276","CA","OVH SAS","85","OVH Hosting, Inc.","9300","http","1241","705","2022-11-21T14:01:38.607Z","100","335","336"
"168.90.255.60","anonymous","AS264669","AR","Tecnocomp S.R.L.","217","Tecnocomp S.R.L","999","http","1175","704","2022-11-21T14:01:37.088Z","99","336","338"
"201.244.127.210","anonymous","AS19429","CO","ETB - Colombia","169","ETB - Colombia","8080","http","1252","699","2022-11-21T14:02:28.055Z","99","337","340"
"103.18.77.242","anonymous","AS55701","ID","PT Usaha Adi Sanggoro","171","N/A","8080","http","1203","695","2022-11-21T14:04:24.378Z","98","431","439"
"103.83.232.122","elite","AS136215","BD","Mohammad Masfiequr Rahaman & Rony Saha T/A SB NETWORK","185","N/A","80","http","1043","694","2022-11-21T14:06:58.245Z","99","336","340"
"192.99.182.243","anonymous","AS16276","US","OVH Hosting","86","OVH","3128","http","1311","692","2022-11-21T14:03:02.974Z","100","340","340"
"101.255.77.243","anonymous","AS38511","ID","PT Remala Abadi","162","N/A","8080","http","1299","689","2022-11-21T14:03:39.782Z","100","340","340"
"202.93.114.62","anonymous","AS23696","ID","PT Asia Akses Utama","236","N/A","8080","http","1309","689","2022-11-21T14:06:21.563Z","99","335","339"
"82.114.99.202","anonymous","AS21353","RU","Tehdilinvest Company","46","ArtCommunications Ltd.","1256","https","1285","683","2022-11-21T14:07:22.433Z","100","401","403"
"41.59.97.53","anonymous","AS33765","TZ","TTCL","139","N/A","9999","http","1166","680","2022-11-21T14:09:23.046Z","98","333","339"
"187.45.127.87","anonymous","AS28146","BR","Mhnet Telecom","229","Mhnet Telecom","20183","http","1192","677","2022-11-21T14:09:21.001Z","100","339","339"
"177.229.210.66","anonymous","AS13999","MX","Mega Cable, S.A. de C.V.","165","Mega Cable, S.A. de C.V","8080","http","1238","669","2022-11-21T14:03:49.134Z","99","333","335"
"159.223.87.53","elite","AS14061","SG","DigitalOcean, LLC","160","DigitalOcean, LLC","80","http","1402","659","2022-11-21T14:08:29.385Z","99","335","338"
"115.147.59.55","anonymous","AS9299","PH","Philippine Long Distance Telephone Co.","211","Philippine Long Distance Telephone Company","8181","http","1168","651","2022-11-21T14:08:27.336Z","99","333","335"
"103.5.232.145","anonymous","AS38592","BD","Chittagong Online Limited","162","CTGONLINENET","8080","http","650","624","2022-11-21T14:02:29.204Z","100","409","411"
"190.216.234.242","anonymous","AS3549","VE","Level 3 Communications, Inc.","132","Level 3 Venezuela S.A","8080","https","1353","623","2022-11-21T14:02:22.253Z","100","453","454"
"103.9.156.99","anonymous","AS63730","VN","Vnso Technology Company","244","VNSO","3128","http","1113","621","2022-11-21T14:02:26.910Z","99","337","340"
"135.181.39.109","anonymous","AS24940","FI","Hetzner Online GmbH","37","Hetzner","3127","http","1348","567","2022-11-21T14:06:56.990Z","100","339","340"
"185.151.242.2","anonymous","AS49505","RU","OOO \"Network of data-centers \"Selectel\"","45","N/A","3128","https","1262","531","2022-11-21T14:05:12.145Z","100","444","444"
"38.45.36.130","anonymous","AS272122","VE","TELECOMUNICACIONES G-NETWORK, C.A.","136","Telecomunicaciones G-network","999","http","1164","512","2022-11-21T14:03:18.923Z","98","384","393"
"114.5.199.220","anonymous","AS4761","ID","PT. INDOSAT Tbk","216","PT. INDOSAT Tbk","8080","http","45","510","2022-11-21T14:09:28.531Z","98","332","338"
"202.182.57.30","anonymous","AS24213","ID","PT. Arsen Kusuma Indonesia","181","N/A","8080","http","1240","507","2022-11-21T14:04:29.484Z","98","406","413"
"163.172.85.160","elite","AS12876","FR","Online S.A.S.","1","ONLINE","9741","http","1196","505","2022-11-21T14:01:56.386Z","100","434","434"
"31.186.239.244","elite","AS55256","NL","NetSkope Inc","10","InterNAP Network Services","8080","https","1207","504","2022-11-21T14:01:47.472Z","100","455","455"
"103.53.78.26","anonymous","AS133817","ID","INTI","224","N/A","8080","http","856","500","2022-11-21T14:09:28.175Z","98","333","339"
"68.183.238.150","anonymous","AS14061","SG","DigitalOcean, LLC","163","DigitalOcean, LLC","3128","https","1196","483","2022-11-21T14:04:17.049Z","100","378","378"
