"Origin Movement ID","Origin Display Name","Origin Geometry","Destination Movement ID","Destination Display Name","Destination Geometry","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"378","1100 Perez Street, Paco, Manila","[[120.98618950630247,14.582680285017354],[120.98736349657027,14.579782570970288],[120.99051958153547,14.579476527553796],[120.99250172859087,14.58206828672179],[120.99132769379617,14.584966050002524],[120.98817155646933,14.585272004882865],[120.98618950630247,14.582680285017354]]","81","0 Santa Agueda, Parañaque","[[120.99462056778403,14.509462973428068],[120.99579449458922,14.506563360386998],[120.99895050418611,14.5062558490955],[121.00093263945712,14.50884803948051],[120.99975866816102,14.511747701961509],[120.99660260608115,14.512055124618827],[120.99462056778403,14.509462973428068]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2585,1824,3662
"378","1100 Perez Street, Paco, Manila","[[120.98618950630247,14.582680285017354],[120.98736349657027,14.579782570970288],[120.99051958153547,14.579476527553796],[120.99250172859087,14.58206828672179],[120.99132769379617,14.584966050002524],[120.98817155646933,14.585272004882865],[120.98618950630247,14.582680285017354]]","82","Lopez de Leon, Parañaque","[[120.99029078503658,14.512669811556119],[120.99146468343562,14.509770361112563],[120.99462056778403,14.509462973428068],[120.99660260608115,14.512055124618827],[120.99542866317734,14.514954624502627],[120.99227272647917,14.515261923687106],[120.99029078503658,14.512669811556119]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2289,1469,3565
"378","1100 Perez Street, Paco, Manila","[[120.98618950630247,14.582680285017354],[120.98736349657027,14.579782570970288],[120.99051958153547,14.579476527553796],[120.99250172859087,14.58206828672179],[120.99132769379617,14.584966050002524],[120.98817155646933,14.585272004882865],[120.98618950630247,14.582680285017354]]","83","Provincial Bus Staging Area, Parañaque","[[120.98596115612304,14.515876363519904],[120.9871350261038,14.512977075701219],[120.99029078503658,14.512669811556119],[120.99227272647917,14.515261923687106],[120.99109881197975,14.518161260946355],[120.98794300055273,14.518468436635308],[120.98596115612304,14.515876363519904]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2269,1636,3146
"378","1100 Perez Street, Paco, Manila","[[120.98618950630247,14.582680285017354],[120.98736349657027,14.579782570970288],[120.99051958153547,14.579476527553796],[120.99250172859087,14.58206828672179],[120.99132769379617,14.584966050002524],[120.98817155646933,14.585272004882865],[120.98618950630247,14.582680285017354]]","85","Aseana Avenue, Parañaque","[[120.9773023596135,14.52228860877023],[120.97847617272136,14.51938964628328],[120.98163168094669,14.519082629199856],[120.98361342848783,14.521674663225433],[120.98243957076377,14.524573675148384],[120.97928401018099,14.5248806036162],[120.9773023596135,14.52228860877023]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1877,1412,2493
"378","1100 Perez Street, Paco, Manila","[[120.98618950630247,14.582680285017354],[120.98736349657027,14.579782570970288],[120.99051958153547,14.579476527553796],[120.99250172859087,14.58206828672179],[120.99132769379617,14.584966050002524],[120.98817155646933,14.585272004882865],[120.98618950630247,14.582680285017354]]","95","9500 Gena, Parañaque","[[121.00408882675485,14.508540493143585],[121.0052628264311,14.505640668092761],[121.00841913905226,14.505332998307667],[121.01040150433592,14.507925241951831],[121.0092274601983,14.510825116423064],[121.00607109523473,14.511132697830977],[121.00408882675485,14.508540493143585]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2680,1804,3981
"378","1100 Perez Street, Paco, Manila","[[120.98618950630247,14.582680285017354],[120.98736349657027,14.579782570970288],[120.99051958153547,14.579476527553796],[120.99250172859087,14.58206828672179],[120.99132769379617,14.584966050002524],[120.98817155646933,14.585272004882865],[120.98618950630247,14.582680285017354]]","96","100 Ninoy Aquino Avenue, Naia Pildera 2, Pasay","[[120.99975866816102,14.511747701961509],[121.00093263945712,14.50884803948051],[121.00408882675485,14.508540493143585],[121.00607109523473,14.511132697830977],[121.00489707946339,14.514032409732708],[121.00174083968376,14.514339867527575],[120.99975866816102,14.511747701961509]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2764,1940,3937
"378","1100 Perez Street, Paco, Manila","[[120.98618950630247,14.582680285017354],[120.98736349657027,14.579782570970288],[120.99051958153547,14.579476527553796],[120.99250172859087,14.58206828672179],[120.99132769379617,14.584966050002524],[120.98817155646933,14.585272004882865],[120.98618950630247,14.582680285017354]]","97","2400 Sunrise, Barangay 192 Zone 20, Pasay","[[120.99542866317734,14.514954624502627],[120.99660260608115,14.512055124618827],[120.99975866816102,14.511747701961509],[121.00174083968376,14.514339867527575],[121.00056685229077,14.517239416832439],[120.99741073786225,14.517546751081854],[120.99542866317734,14.514954624502627]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2366,1555,3597
"378","1100 Perez Street, Paco, Manila","[[120.98618950630247,14.582680285017354],[120.98736349657027,14.579782570970288],[120.99051958153547,14.579476527553796],[120.99250172859087,14.58206828672179],[120.99132769379617,14.584966050002524],[120.98817155646933,14.585272004882865],[120.98618950630247,14.582680285017354]]","98","0 South Bayview Street, Parañaque","[[120.99109881197975,14.518161260946355],[120.99227272647917,14.515261923687106],[120.99542866317734,14.514954624502627],[120.99741073786225,14.517546751081854],[120.99623677886152,14.520446137692906],[120.99308078967184,14.520753348443769],[120.99109881197975,14.518161260946355]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2152,1436,3224
"378","1100 Perez Street, Paco, Manila","[[120.98618950630247,14.582680285017354],[120.98736349657027,14.579782570970288],[120.99051958153547,14.579476527553796],[120.99250172859087,14.58206828672179],[120.99132769379617,14.584966050002524],[120.98817155646933,14.585272004882865],[120.98618950630247,14.582680285017354]]","99","700 Diosdado Macapagal Boulevard, Parañaque","[[120.98676911447323,14.521367611103525],[120.98794300055273,14.518468436635308],[120.99109881197975,14.518161260946355],[120.99308078967184,14.520753348443769],[120.99190685907377,14.523652572403254],[120.98875099529346,14.523959659584023],[120.98676911447323,14.521367611103525]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2180,1524,3117
"378","1100 Perez Street, Paco, Manila","[[120.98618950630247,14.582680285017354],[120.98736349657027,14.579782570970288],[120.99051958153547,14.579476527553796],[120.99250172859087,14.58206828672179],[120.99132769379617,14.584966050002524],[120.98817155646933,14.585272004882865],[120.98618950630247,14.582680285017354]]","100","J.W. Diokno Boulevard, Parañaque","[[120.98243957076377,14.524573675148384],[120.98361342848783,14.521674663225433],[120.98676911447323,14.521367611103525],[120.98875099529346,14.523959659584023],[120.98757709310848,14.526858720934161],[120.98442135463037,14.527165684383059],[120.98243957076377,14.524573675148384]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2030,1447,2847
"378","1100 Perez Street, Paco, Manila","[[120.98618950630247,14.582680285017354],[120.98736349657027,14.579782570970288],[120.99051958153547,14.579476527553796],[120.99250172859087,14.58206828672179],[120.99132769379617,14.584966050002524],[120.98817155646933,14.585272004882865],[120.98618950630247,14.582680285017354]]","112","NAIA Terminal 2, Pasay","[[121.0092274601983,14.510825116423064],[121.01040150433592,14.507925241951831],[121.0135579945889,14.507617537162318],[121.01554049304193,14.510209795130345],[121.0143664044586,14.513109719002784],[121.01120986186429,14.513417335507246],[121.0092274601983,14.510825116423064]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2511,1780,3540
"378","1100 Perez Street, Paco, Manila","[[120.98618950630247,14.582680285017354],[120.98736349657027,14.579782570970288],[120.99051958153547,14.579476527553796],[120.99250172859087,14.58206828672179],[120.99132769379617,14.584966050002524],[120.98817155646933,14.585272004882865],[120.98618950630247,14.582680285017354]]","113","0 NAIA Road, 192, Pasay","[[121.00489707946339,14.514032409732708],[121.00607109523473,14.511132697830977],[121.0092274601983,14.510825116423064],[121.01120986186429,14.513417335507246],[121.01003580163334,14.516317096810523],[121.00687938419232,14.516624589629338],[121.00489707946339,14.514032409732708]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2604,1752,3868
"378","1100 Perez Street, Paco, Manila","[[120.98618950630247,14.582680285017354],[120.98736349657027,14.579782570970288],[120.99051958153547,14.579476527553796],[120.99250172859087,14.58206828672179],[120.99132769379617,14.584966050002524],[120.98817155646933,14.585272004882865],[120.98618950630247,14.582680285017354]]","114","0 NAIA Road, 192, Pasay","[[121.00056685229077,14.517239416832439],[121.00174083968376,14.514339867527575],[121.00489707946339,14.514032409732708],[121.00687938419232,14.516624589629338],[121.00570535232589,14.519524188336073],[121.002549060202,14.519831557675992],[121.00056685229077,14.517239416832439]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2391,1674,3414
"378","1100 Perez Street, Paco, Manila","[[120.98618950630247,14.582680285017354],[120.98736349657027,14.579782570970288],[120.99051958153547,14.579476527553796],[120.99250172859087,14.58206828672179],[120.99132769379617,14.584966050002524],[120.98817155646933,14.585272004882865],[120.98618950630247,14.582680285017354]]","115","NAIA Expressway NAIA Road Entrance Ramp, Pasay","[[120.99623677886152,14.520446137692906],[120.99741073786225,14.517546751081854],[121.00056685229077,14.517239416832439],[121.002549060202,14.519831557675992],[121.0013750567122,14.522730993758817],[120.99821888979659,14.523038239527578],[120.99623677886152,14.520446137692906]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2487,1730,3575
"378","1100 Perez Street, Paco, Manila","[[120.98618950630247,14.582680285017354],[120.98736349657027,14.579782570970288],[120.99051958153547,14.579476527553796],[120.99250172859087,14.58206828672179],[120.99132769379617,14.584966050002524],[120.98817155646933,14.585272004882865],[120.98618950630247,14.582680285017354]]","116","4400 Bayview Drive, Parañaque","[[120.99190685907377,14.523652572403254],[120.99308078967184,14.520753348443769],[120.99623677886152,14.520446137692906],[120.99821888979659,14.523038239527578],[120.99704491469727,14.525937512889575],[120.99388887315709,14.52624463515479],[120.99190685907377,14.523652572403254]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1950,1288,2951
"378","1100 Perez Street, Paco, Manila","[[120.98618950630247,14.582680285017354],[120.98736349657027,14.579782570970288],[120.99051958153547,14.579476527553796],[120.99250172859087,14.58206828672179],[120.99132769379617,14.584966050002524],[120.98817155646933,14.585272004882865],[120.98618950630247,14.582680285017354]]","117","700 Diosdado Macapagal Boulevard, Parañaque","[[120.98757709310848,14.526858720934161],[120.98875099529346,14.523959659584023],[120.99190685907377,14.523652572403254],[120.99388887315709,14.52624463515479],[120.99271492645701,14.52914374590776],[120.98955901018508,14.529450744507622],[120.98757709310848,14.526858720934161]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1760,1205,2569
"378","1100 Perez Street, Paco, Manila","[[120.98618950630247,14.582680285017354],[120.98736349657027,14.579782570970288],[120.99051958153547,14.579476527553796],[120.99250172859087,14.58206828672179],[120.99132769379617,14.584966050002524],[120.98817155646933,14.585272004882865],[120.98618950630247,14.582680285017354]]","118","0 Solemare Parksuites, Bradco Avenue, Parañaque","[[120.98324748087234,14.530064583026972],[120.98442135463037,14.527165684383059],[120.98757709310848,14.526858720934161],[120.98955901018508,14.529450744507622],[120.98838509189804,14.532349692554666],[120.9852293010615,14.532656567556813],[120.98324748087234,14.530064583026972]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2020,1476,2764
"378","1100 Perez Street, Paco, Manila","[[120.98618950630247,14.582680285017354],[120.98736349657027,14.579782570970288],[120.99051958153547,14.579476527553796],[120.99250172859087,14.58206828672179],[120.99132769379617,14.584966050002524],[120.98817155646933,14.585272004882865],[120.98618950630247,14.582680285017354]]","119","Seashell Lane, Pasay","[[120.97891802254117,14.533270158861152],[120.98009186786018,14.530371422950774],[120.98324748087234,14.530064583026972],[120.9852293010615,14.532656567556813],[120.98405541119963,14.535555352870638],[120.98089974568788,14.535862104252429],[120.97891802254117,14.533270158861152]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1907,1350,2693
"378","1100 Perez Street, Paco, Manila","[[120.98618950630247,14.582680285017354],[120.98736349657027,14.579782570970288],[120.99051958153547,14.579476527553796],[120.99250172859087,14.58206828672179],[120.99132769379617,14.584966050002524],[120.98817155646933,14.585272004882865],[120.98618950630247,14.582680285017354]]","120","Seaside Boulevard, Pasay","[[120.97458871794844,14.536475448312007],[120.97576253481456,14.533576875232013],[120.97891802254117,14.533270158861152],[120.98089974568788,14.535862104252429],[120.9797258841935,14.53876072680054],[120.9765703442452,14.539067354565272],[120.97458871794844,14.536475448312007]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1780,1230,2573
"378","1100 Perez Street, Paco, Manila","[[120.98618950630247,14.582680285017354],[120.98736349657027,14.579782570970288],[120.99051958153547,14.579476527553796],[120.99250172859087,14.58206828672179],[120.99132769379617,14.584966050002524],[120.98817155646933,14.585272004882865],[120.98618950630247,14.582680285017354]]","125","3200 Supa, Parañaque","[[121.04035324456427,14.49385944599123],[121.04152750300673,14.49095854727966],[121.04468492139058,14.490650066407412],[121.04666813364452,14.493242572557298],[121.04549383085705,14.49614352057914],[121.04233636015695,14.496451913142083],[121.04035324456427,14.49385944599123]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2390,1634,3494
"378","1100 Perez Street, Paco, Manila","[[120.98618950630247,14.582680285017354],[120.98736349657027,14.579782570970288],[120.99051958153547,14.579476527553796],[120.99250172859087,14.58206828672179],[120.99132769379617,14.584966050002524],[120.98817155646933,14.585272004882865],[120.98618950630247,14.582680285017354]]","126","8400 West Service Road, Parañaque","[[121.03602172110276,14.497068539721072],[121.03719595126574,14.49416780341407],[121.04035324456427,14.49385944599123],[121.04233636015695,14.496451913142083],[121.04116208563339,14.499352698829332],[121.03800473987569,14.49966096791714],[121.03602172110276,14.497068539721072]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2301,1575,3361
"378","1100 Perez Street, Paco, Manila","[[120.98618950630247,14.582680285017354],[120.98736349657027,14.579782570970288],[120.99051958153547,14.579476527553796],[120.99250172859087,14.58206828672179],[120.99132769379617,14.584966050002524],[120.98817155646933,14.585272004882865],[120.98618950630247,14.582680285017354]]","135","0 Domestic Road, Barangay 191, Pasay","[[120.99704491469727,14.525937512889575],[120.99821888979659,14.523038239527578],[121.0013750567122,14.522730993758817],[121.00335730087092,14.525323109885994],[121.00218328128604,14.528222432631315],[120.99902706202097,14.528529590006547],[120.99704491469727,14.525937512889575]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2330,1526,3555
