"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"9","Arc de triomphe du Carrousel, Paris","41","200 Rue Saint-Martin, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",594,341,1032
"9","Arc de triomphe du Carrousel, Paris","42","0 Rue Charlot, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",696,445,1086
"9","Arc de triomphe du Carrousel, Paris","43","0 Rue Sainte-Elisabeth, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",663,409,1072
"9","Arc de triomphe du Carrousel, Paris","44","0 Rue de Braque, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",635,385,1045
"9","Arc de triomphe du Carrousel, Paris","45","0 Rue Barbette, Paris-3E-Arrondissement","09/03/2016 - 10/01/2016, Every day, Daily Average",640,391,1045
"9","Arc de triomphe du Carrousel, Paris","46","0 Rue Meslay, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",740,466,1174
"9","Arc de triomphe du Carrousel, Paris","47","0 Rue des Minimes, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",850,542,1332
"9","Arc de triomphe du Carrousel, Paris","48","200 Rue Saint-Martin, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",392,236,649
"9","Arc de triomphe du Carrousel, Paris","49","0 Rue Ferdinand Duval, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",673,398,1136
"9","Arc de triomphe du Carrousel, Paris","50","0 Rue de Sévigné, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",625,390,999
"9","Arc de triomphe du Carrousel, Paris","51","Parc Rives de Seine, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",346,187,639
"9","Arc de triomphe du Carrousel, Paris","52","0 Rue des Blancs Manteaux, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",487,302,783
"9","Arc de triomphe du Carrousel, Paris","53","Hôtel de Ville, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",239,135,421
"9","Arc de triomphe du Carrousel, Paris","54","0 Rue de la Cité, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",288,177,468
"9","Arc de triomphe du Carrousel, Paris","55","0 Rue du Fauconnier, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",364,217,608
"9","Arc de triomphe du Carrousel, Paris","56","Voie Georges Pompidou, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",284,159,506
"9","Arc de triomphe du Carrousel, Paris","57","0 Rue de Rivoli, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",449,268,752
"9","Arc de triomphe du Carrousel, Paris","58","0 Rue Quincampoix, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",299,172,516
"9","Arc de triomphe du Carrousel, Paris","59","0 Rue du Petit Musc, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",548,351,854
"9","Arc de triomphe du Carrousel, Paris","60","0 Rue Saint-Merri, Paris-4E-Arrondissement","09/03/2016 - 10/01/2016, Every day, Daily Average",629,363,1088
"9","Arc de triomphe du Carrousel, Paris","61","0 Rue des Lions Saint-Paul, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",456,286,725
"9","Arc de triomphe du Carrousel, Paris","62","0 Quai Henri IV, Paris-4E-Arrondissement","09/03/2016 - 10/01/2016, Every day, Daily Average",451,284,715
"9","Arc de triomphe du Carrousel, Paris","63","0 Rue des Tournelles, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",816,493,1348
"9","Arc de triomphe du Carrousel, Paris","64","0 Rue du Bourg Tibourg, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",580,346,969
"9","Arc de triomphe du Carrousel, Paris","65","0 Parc Rives de Seine, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",387,230,650
"9","Arc de triomphe du Carrousel, Paris","66","0 Rue le Regrattier, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",544,323,914
"9","Arc de triomphe du Carrousel, Paris","67","0 Rue Chanoinesse, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",793,439,1431
"9","Arc de triomphe du Carrousel, Paris","68","Esplanade du port de l'arsenal, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",577,381,872
"9","Arc de triomphe du Carrousel, Paris","69","0 Rue Mornay, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",490,317,757
"9","Arc de triomphe du Carrousel, Paris","70","0 Rue Daubenton, Paris-5E-Arrondissement","09/03/2016 - 10/01/2016, Every day, Daily Average",813,547,1207
"9","Arc de triomphe du Carrousel, Paris","71","0 Rue de Bièvre, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",596,352,1008
"9","Arc de triomphe du Carrousel, Paris","72","0 Rue de l'Arbalète, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",708,490,1021
"9","Arc de triomphe du Carrousel, Paris","73","0 Place Alphonse Laveran, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",691,460,1036
"9","Arc de triomphe du Carrousel, Paris","74","0 Rue de la Clef, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",755,501,1135
"9","Arc de triomphe du Carrousel, Paris","75","Allée Jussieu, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",757,490,1167
"9","Arc de triomphe du Carrousel, Paris","76","0 Rue Nicolas Houel, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",924,598,1426
"9","Arc de triomphe du Carrousel, Paris","77","0 Rue de Quatrefages, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",668,459,971
"9","Arc de triomphe du Carrousel, Paris","78","0 Quai Saint-Bernard, Paris-5E-Arrondissement","09/03/2016 - 10/01/2016, Every day, Daily Average",663,385,1140
"9","Arc de triomphe du Carrousel, Paris","79","0 Quai de Montebello, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",385,223,662
"9","Arc de triomphe du Carrousel, Paris","80","100 Rue Saint-Jacques, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",410,270,621
"9","Arc de triomphe du Carrousel, Paris","81","0 Rue Lhomond, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",662,446,981
"9","Arc de triomphe du Carrousel, Paris","82","0 Rue des Lyonnais, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",735,511,1056
"9","Arc de triomphe du Carrousel, Paris","83","0 Rue du Cardinal Lemoine, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",580,391,859
"9","Arc de triomphe du Carrousel, Paris","84","0 Square Adanson, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",812,543,1212
"9","Arc de triomphe du Carrousel, Paris","85","0 Rue Domat, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",477,283,801
"9","Arc de triomphe du Carrousel, Paris","86","0 Rue des Arènes, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",671,441,1020
"9","Arc de triomphe du Carrousel, Paris","87","0 Boulevard Saint-Marcel, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",1012,670,1527
"9","Arc de triomphe du Carrousel, Paris","88","0 Rue Henri Barbusse, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",705,454,1093
"9","Arc de triomphe du Carrousel, Paris","89","0 Rue Pierre et Marie Curie, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",575,380,870
"9","Arc de triomphe du Carrousel, Paris","90","0 Boulevard Saint-Michel, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",495,323,757
"9","Arc de triomphe du Carrousel, Paris","91","0 Rue Pierre Nicole, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",593,400,877
"9","Arc de triomphe du Carrousel, Paris","92","0 Rue Gay-Lussac, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",558,365,851
"9","Arc de triomphe du Carrousel, Paris","93","0 Rue Gracieuse, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",710,475,1060
"9","Arc de triomphe du Carrousel, Paris","94","0 Quai Saint-Bernard, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",669,404,1107
"9","Arc de triomphe du Carrousel, Paris","95","0 Rue Boutebrie, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",406,243,677
"9","Arc de triomphe du Carrousel, Paris","96","0 Rue Clotilde, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",612,374,999
"9","Arc de triomphe du Carrousel, Paris","97","0 Cité du Cardinal Lemoine, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",561,350,897
"9","Arc de triomphe du Carrousel, Paris","98","0 Rue Vesale, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",844,558,1276
"9","Arc de triomphe du Carrousel, Paris","99","0 Rue du Cardinal Lemoine, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",620,392,978
"9","Arc de triomphe du Carrousel, Paris","100","0 Quai Saint-Bernard, Paris-5E-Arrondissement","09/03/2016 - 10/01/2016, Every day, Daily Average",776,490,1227
"9","Arc de triomphe du Carrousel, Paris","101","100 Rue d'Assas, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",915,622,1344
"9","Arc de triomphe du Carrousel, Paris","102","0 Rue Mayet, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",741,491,1116
"9","Arc de triomphe du Carrousel, Paris","103","200 Port des Saints-Pères, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",147,62,344
"9","Arc de triomphe du Carrousel, Paris","104","Port des Saints-Pères, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",291,147,572
"9","Arc de triomphe du Carrousel, Paris","105","0 Rue Guénégaud, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",333,183,605
"9","Arc de triomphe du Carrousel, Paris","106","0 Avenue de l'Observatoire, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",823,533,1269
"9","Arc de triomphe du Carrousel, Paris","107","0 Rue du Dragon, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",532,306,922
"9","Arc de triomphe du Carrousel, Paris","108","0 Rue de Savoie, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",538,290,997
"9","Arc de triomphe du Carrousel, Paris","109","0 Rue de Vaugirard, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",758,521,1102
"9","Arc de triomphe du Carrousel, Paris","110","0 Passage Commun B 6, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",849,595,1211
"9","Arc de triomphe du Carrousel, Paris","111","0 Rue du Cherche-Midi, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",600,367,979
"9","Arc de triomphe du Carrousel, Paris","112","0 Rue Monsieur le Prince, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",605,360,1016
"9","Arc de triomphe du Carrousel, Paris","113","0 Rue de Fleurus, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",683,455,1023
"9","Arc de triomphe du Carrousel, Paris","114","Institut de France, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",561,347,906
"9","Arc de triomphe du Carrousel, Paris","115","0 Boulevard Saint-Michel, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",699,448,1089
"9","Arc de triomphe du Carrousel, Paris","116","0 Rue du Cherche-Midi, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",602,400,904
"9","Arc de triomphe du Carrousel, Paris","117","0 Rue Bonaparte, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",330,133,817
"9","Arc de triomphe du Carrousel, Paris","118","0 Rue du Montparnasse, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",714,492,1036
"9","Arc de triomphe du Carrousel, Paris","119","100 Boulevard Saint-Germain, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",523,304,897
"9","Arc de triomphe du Carrousel, Paris","120","0 Rue Jean-François Gerbillon, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",665,458,963
"9","Arc de triomphe du Carrousel, Paris","121","0 Rue d'Assas, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",811,565,1162
"9","Arc de triomphe du Carrousel, Paris","122","0 Rue Cassette, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",711,443,1140
"9","Arc de triomphe du Carrousel, Paris","123","0 Rue Bonaparte, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",632,394,1012
"9","Arc de triomphe du Carrousel, Paris","124","100 Hôtel de Lassay, Rue de l'Université, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",473,271,825
"9","Arc de triomphe du Carrousel, Paris","125","0 Rue Saint-Dominique, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",648,420,999
"9","Arc de triomphe du Carrousel, Paris","126","0 Avenue Charles Floquet, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",712,492,1029
"9","Arc de triomphe du Carrousel, Paris","127","0 Rue du Gros Caillou, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",713,475,1069
"9","Arc de triomphe du Carrousel, Paris","128","0 Rue Louis Codet, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",639,424,962
"9","Arc de triomphe du Carrousel, Paris","129","0 Avenue Emile Deschanel, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",658,442,978
"9","Arc de triomphe du Carrousel, Paris","130","0 Place Henry de Montherlant, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",151,70,322
"9","Arc de triomphe du Carrousel, Paris","131","0 Place du Président Mithouard, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",746,510,1090
"9","Arc de triomphe du Carrousel, Paris","132","0 Rue du Général Bertrand, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",792,532,1178
"9","Arc de triomphe du Carrousel, Paris","133","0 Rue Velpeau, Paris-7E-Arrondissement","09/03/2016 - 10/01/2016, Every day, Daily Average",563,370,854
"9","Arc de triomphe du Carrousel, Paris","134","0 Avenue Robert Schuman, Paris-7E-Arrondissement","09/03/2016 - 10/01/2016, Every day, Daily Average",621,393,979
"9","Arc de triomphe du Carrousel, Paris","135","200 Rue de l'Université, Paris-7E-Arrondissement","09/03/2016 - 10/01/2016, Every day, Daily Average",628,403,976
"9","Arc de triomphe du Carrousel, Paris","136","0 Rue de Grenelle, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",437,276,690
"9","Arc de triomphe du Carrousel, Paris","137","0 Quai d'Orsay, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",393,220,700
"9","Arc de triomphe du Carrousel, Paris","138","0 Avenue Anatole France, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",663,454,966
"9","Arc de triomphe du Carrousel, Paris","139","0 Passage Landrieu, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",725,462,1137
"9","Arc de triomphe du Carrousel, Paris","140","100 Rue de Grenelle, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",667,404,1101
"9","Arc de triomphe du Carrousel, Paris","141","0 Rue de l'Université, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",238,108,522
"9","Arc de triomphe du Carrousel, Paris","142","0 Rue de l'Université, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",431,253,732
"9","Arc de triomphe du Carrousel, Paris","143","0 Avenue de Lowendal, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",743,521,1059
"9","Arc de triomphe du Carrousel, Paris","144","100 Rue de Grenelle, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",550,374,807
"9","Arc de triomphe du Carrousel, Paris","145","0 Boulevard de la Tour-Maubourg, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",528,329,846
"9","Arc de triomphe du Carrousel, Paris","146","0 Rue de Babylone, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",623,399,970
"9","Arc de triomphe du Carrousel, Paris","147","Musee D'Orsay, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",208,122,353
"9","Arc de triomphe du Carrousel, Paris","148","0 Avenue Rapp, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",689,457,1037
"9","Arc de triomphe du Carrousel, Paris","149","0 Villa de Saxe, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",879,600,1286
"9","Arc de triomphe du Carrousel, Paris","150","0 Rue de l'Université, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",345,200,592
"9","Arc de triomphe du Carrousel, Paris","151","0 Rue de Narbonne, Paris-7E-Arrondissement","09/03/2016 - 10/01/2016, Every day, Daily Average",505,331,769
"9","Arc de triomphe du Carrousel, Paris","152","0 Rue Albert de Lapparent, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",823,590,1147
"9","Arc de triomphe du Carrousel, Paris","153","300 Port de la Bourdonnais, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",608,391,943
"9","Arc de triomphe du Carrousel, Paris","154","0 Rue de la Comète, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",686,436,1078
"9","Arc de triomphe du Carrousel, Paris","155","0 Rue Bosquet, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",632,436,914
"9","Arc de triomphe du Carrousel, Paris","156","100 Rue de Grenelle, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",539,336,862
"9","Arc de triomphe du Carrousel, Paris","157","0 Avenue de Ségur, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",748,517,1080
"9","Arc de triomphe du Carrousel, Paris","158","0 Rue de Grenelle, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",534,326,874
"9","Arc de triomphe du Carrousel, Paris","159","0 Avenue Constant Coquelin, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",704,475,1041
"9","Arc de triomphe du Carrousel, Paris","160","300 Avenue Hoche, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",766,521,1124
"9","Arc de triomphe du Carrousel, Paris","161","0 Rue de Vienne, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",565,370,861
"9","Arc de triomphe du Carrousel, Paris","162","100 Rue du Faubourg Saint-Honoré, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",531,339,830
"9","Arc de triomphe du Carrousel, Paris","163","0 Rue de Monceau, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",650,434,971
"9","Arc de triomphe du Carrousel, Paris","164","0 Rue Paul Baudry, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",471,291,759
"9","Arc de triomphe du Carrousel, Paris","165","0 Passage Com F8, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",595,388,911
"9","Arc de triomphe du Carrousel, Paris","166","0 Avenue Pierre 1er de Serbie, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",630,388,1021
"9","Arc de triomphe du Carrousel, Paris","167","0 Rue de la Renaissance, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",527,334,831
"9","Arc de triomphe du Carrousel, Paris","168","0 Port de la Concorde, Paris-8E-Arrondissement","09/03/2016 - 10/01/2016, Every day, Daily Average",406,228,720
"9","Arc de triomphe du Carrousel, Paris","169","0 Avenue Hoche, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",736,502,1078
"9","Arc de triomphe du Carrousel, Paris","170","Statue à Edouard Pailleron, Allée Jacques Garnerin, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",679,468,984
"9","Arc de triomphe du Carrousel, Paris","171","0 Rue Paul Cézanne, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",743,484,1138
"9","Arc de triomphe du Carrousel, Paris","172","0 Rue de l'Isly, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",524,335,817
"9","Arc de triomphe du Carrousel, Paris","173","0 Rue de Constantinople, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",657,447,965
"9","Arc de triomphe du Carrousel, Paris","174","700 Avenue de Marigny, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",387,249,599
"9","Arc de triomphe du Carrousel, Paris","175","0 Rue de la Bienfaisance, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",649,419,1004
"9","Arc de triomphe du Carrousel, Paris","176","0 Rue de Bassano, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",777,497,1214
"9","Arc de triomphe du Carrousel, Paris","177","0 Place de la Madeleine, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",387,223,670
"9","Arc de triomphe du Carrousel, Paris","178","0 Rue de Berne, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",677,462,989
"9","Arc de triomphe du Carrousel, Paris","179","0 Rue de Marignan, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",603,376,966
"9","Arc de triomphe du Carrousel, Paris","180","0 Rue Washington, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",632,434,919
"9","Arc de triomphe du Carrousel, Paris","181","0 Rue du Faubourg Saint-Honoré, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",222,114,430
"9","Arc de triomphe du Carrousel, Paris","182","0 Avenue des Champs-Élysées, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",466,307,707
"9","Arc de triomphe du Carrousel, Paris","183","0 Rue Lavoisier, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",507,316,812
"9","Arc de triomphe du Carrousel, Paris","184","0 Rue du Faubourg Saint-Honoré, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",455,301,686
"9","Arc de triomphe du Carrousel, Paris","185","0 Rue de Surène, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",426,224,807
"9","Arc de triomphe du Carrousel, Paris","186","Cour d'Amsterdam, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",574,382,860
"9","Arc de triomphe du Carrousel, Paris","187","0 Rue de Saint-Pétersbourg, Paris","09/03/2016 - 10/01/2016, Every day, Daily Average",790,523,1192
