"Origin Movement ID","Origin Display Name","Origin Geometry","Destination Movement ID","Destination Display Name","Destination Geometry","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1499","Lalor Park - Kings Langley (1499)","[[150.95321,-33.75464],[150.95486,-33.75752],[150.95523,-33.75802],[150.95562,-33.75823],[150.95565,-33.75845],[150.95491,-33.7589],[150.95374,-33.76027],[150.95108,-33.76217],[150.9498,-33.76041],[150.94781,-33.75956],[150.94736,-33.75923],[150.94661,-33.75799],[150.94332,-33.75888],[150.94039,-33.75704],[150.94092,-33.75618],[150.94068,-33.75603],[150.94063,-33.75535],[150.94087,-33.75495],[150.94125,-33.75472],[150.94146,-33.75423],[150.9476,-33.75353],[150.94815,-33.75358],[150.94842,-33.75332],[150.95052,-33.75278],[150.95321,-33.75464]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2080,1629,2654
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1503","Seven Hills - Toongabbie (1503)","[[150.92997,-33.80547],[150.92787,-33.80752],[150.92731,-33.81016],[150.92335,-33.80954],[150.92263,-33.80959],[150.91968,-33.809],[150.91956,-33.80913],[150.9192,-33.80886],[150.91848,-33.80877],[150.91836,-33.80947],[150.91725,-33.81008],[150.91647,-33.81014],[150.91361,-33.80909],[150.9109,-33.81011],[150.9104,-33.80998],[150.90954,-33.80923],[150.90823,-33.80844],[150.90702,-33.80824],[150.90499,-33.80848],[150.90371,-33.80795],[150.89933,-33.80565],[150.89662,-33.80482],[150.89596,-33.804],[150.89623,-33.80162],[150.89566,-33.80137],[150.8958,-33.8008],[150.89625,-33.80067],[150.89675,-33.79832],[150.89608,-33.79797],[150.89623,-33.79771],[150.89694,-33.79794],[150.8969,-33.79812],[150.90364,-33.80051],[150.90686,-33.80142],[150.91607,-33.80242],[150.91903,-33.80307],[150.92435,-33.80454],[150.92755,-33.80497],[150.92997,-33.80547]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2204,1717,2829
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1512","Glenwood (1512)","[[150.93282,-33.74324],[150.92984,-33.74216],[150.92961,-33.74099],[150.92819,-33.74061],[150.92844,-33.73966],[150.92968,-33.73932],[150.92982,-33.73874],[150.94687,-33.74095],[150.94763,-33.74227],[150.95091,-33.75013],[150.95321,-33.75464],[150.9526,-33.75433],[150.94658,-33.74981],[150.94037,-33.74638],[150.93282,-33.74324]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2162,1666,2804
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1578","Prospect Reservoir (1578)","[[150.85181,-33.82075],[150.85153,-33.81925],[150.85134,-33.81399],[150.8507,-33.81192],[150.85077,-33.80951],[150.85141,-33.80706],[150.85323,-33.79766],[150.86151,-33.79958],[150.86968,-33.80085],[150.87006,-33.80087],[150.87014,-33.80044],[150.87756,-33.8011],[150.88323,-33.80127],[150.88596,-33.80098],[150.88832,-33.80004],[150.8893,-33.80083],[150.88912,-33.80178],[150.89362,-33.80224],[150.89566,-33.80225],[150.89592,-33.80209],[150.89602,-33.80159],[150.89623,-33.80162],[150.89596,-33.804],[150.89662,-33.80482],[150.89933,-33.80565],[150.90371,-33.80795],[150.90499,-33.80848],[150.90702,-33.80824],[150.90823,-33.80844],[150.90954,-33.80923],[150.9104,-33.80998],[150.9109,-33.81011],[150.91361,-33.80909],[150.91647,-33.81014],[150.9175,-33.81003],[150.91836,-33.80947],[150.91471,-33.8294],[150.91603,-33.83026],[150.9144,-33.83231],[150.91362,-33.83179],[150.91299,-33.83093],[150.912,-33.83026],[150.91098,-33.82904],[150.91061,-33.82842],[150.91027,-33.82659],[150.9089,-33.82538],[150.89591,-33.82855],[150.89152,-33.83077],[150.8899,-33.83304],[150.88952,-33.83308],[150.88938,-33.83364],[150.889,-33.83399],[150.88866,-33.83397],[150.88847,-33.83367],[150.88857,-33.83304],[150.88889,-33.83267],[150.88888,-33.83246],[150.88861,-33.83232],[150.88878,-33.83173],[150.88819,-33.82991],[150.88796,-33.82974],[150.88685,-33.82989],[150.8853,-33.83131],[150.8849,-33.83145],[150.88463,-33.83129],[150.88433,-33.83138],[150.88385,-33.83179],[150.8836,-33.83226],[150.88345,-33.83237],[150.88333,-33.83227],[150.88365,-33.83043],[150.88437,-33.82948],[150.88471,-33.8284],[150.88459,-33.82787],[150.88403,-33.82741],[150.8828,-33.82745],[150.88189,-33.82783],[150.88113,-33.82776],[150.88045,-33.82831],[150.8804,-33.82807],[150.88026,-33.82806],[150.87926,-33.82921],[150.87861,-33.82909],[150.87805,-33.82896],[150.87779,-33.82862],[150.87787,-33.82811],[150.87829,-33.82769],[150.87803,-33.8273],[150.87781,-33.82721],[150.8769,-33.82755],[150.87705,-33.82729],[150.87773,-33.8269],[150.87574,-33.82657],[150.87562,-33.82641],[150.87591,-33.82616],[150.87583,-33.82568],[150.87495,-33.8258],[150.87426,-33.82566],[150.8739,-33.82544],[150.87365,-33.82466],[150.87101,-33.82387],[150.86669,-33.82312],[150.85773,-33.82088],[150.85181,-33.82075]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2328,1797,3014
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1579","Prospect Reservoir (1579)","[[150.81291,-33.82236],[150.81286,-33.82212],[150.81254,-33.82198],[150.81268,-33.82163],[150.8132,-33.82134],[150.81292,-33.82082],[150.81296,-33.82054],[150.81387,-33.82],[150.81383,-33.81953],[150.8141,-33.8191],[150.81403,-33.81877],[150.81488,-33.81843],[150.81499,-33.81826],[150.81471,-33.81786],[150.8153,-33.81762],[150.81582,-33.81696],[150.81542,-33.81683],[150.81478,-33.81605],[150.81525,-33.81552],[150.81507,-33.81516],[150.81515,-33.81449],[150.81448,-33.81403],[150.81434,-33.81372],[150.81379,-33.81359],[150.81377,-33.8129],[150.81336,-33.81272],[150.81388,-33.81234],[150.81369,-33.81173],[150.81454,-33.81106],[150.8143,-33.81019],[150.81374,-33.8101],[150.81357,-33.80988],[150.81358,-33.80938],[150.81567,-33.80769],[150.81557,-33.80736],[150.81509,-33.80712],[150.81512,-33.80664],[150.81468,-33.80636],[150.81517,-33.806],[150.8152,-33.80579],[150.81422,-33.80544],[150.81407,-33.80458],[150.81441,-33.80354],[150.81474,-33.80334],[150.81496,-33.80286],[150.81484,-33.80259],[150.81407,-33.80239],[150.81387,-33.80218],[150.81428,-33.80135],[150.81406,-33.80103],[150.814,-33.79904],[150.81435,-33.79829],[150.8136,-33.79815],[150.8133,-33.79757],[150.81274,-33.79752],[150.81315,-33.79657],[150.81166,-33.79617],[150.81117,-33.79549],[150.81104,-33.79458],[150.81042,-33.79421],[150.81144,-33.79369],[150.81128,-33.79345],[150.81047,-33.79333],[150.81023,-33.79279],[150.81069,-33.79241],[150.81063,-33.79203],[150.81191,-33.79067],[150.82154,-33.7904],[150.82196,-33.79013],[150.82245,-33.79013],[150.82273,-33.79038],[150.82757,-33.79049],[150.83078,-33.79091],[150.83072,-33.79104],[150.83612,-33.79204],[150.84795,-33.79569],[150.85118,-33.7963],[150.85347,-33.79644],[150.85141,-33.80706],[150.85077,-33.80951],[150.8507,-33.81192],[150.85134,-33.81399],[150.85153,-33.81925],[150.85181,-33.82075],[150.82798,-33.82073],[150.81291,-33.82236]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2492,1940,3199
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1598","Botany (1598)","[[151.18964,-33.94814],[151.18818,-33.94466],[151.19116,-33.94399],[151.1924,-33.94316],[151.19296,-33.94213],[151.19303,-33.93966],[151.19339,-33.9391],[151.1946,-33.93829],[151.19523,-33.94233],[151.19738,-33.94633],[151.19721,-33.94974],[151.19738,-33.95028],[151.19719,-33.95044],[151.19706,-33.95343],[151.19585,-33.9526],[151.19572,-33.9523],[151.19072,-33.94783],[151.18964,-33.94814]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1003,750,1340
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1599","Botany (1599)","[[151.20521,-33.94015],[151.20192,-33.9405],[151.20282,-33.94304],[151.20306,-33.94298],[151.20343,-33.94495],[151.20251,-33.94516],[151.20254,-33.94558],[151.20215,-33.94564],[151.20204,-33.94621],[151.20168,-33.94616],[151.20157,-33.9467],[151.19986,-33.94652],[151.19971,-33.94721],[151.19733,-33.94687],[151.19731,-33.94608],[151.19523,-33.94233],[151.19468,-33.93864],[151.19498,-33.93867],[151.19566,-33.93837],[151.1958,-33.93779],[151.19695,-33.93732],[151.1983,-33.93772],[151.20146,-33.93824],[151.20391,-33.93925],[151.20521,-33.94015]]","07/31/2016 - 08/28/2016, Every day, Daily Average",939,700,1259
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1602","Mascot - Eastlakes (1602)","[[151.19457,-33.92967],[151.21193,-33.93214],[151.21461,-33.92831],[151.21497,-33.92757],[151.21513,-33.92674],[151.21553,-33.92683],[151.21697,-33.92478],[151.22178,-33.92544],[151.22069,-33.92773],[151.22394,-33.92906],[151.22424,-33.92944],[151.22273,-33.93176],[151.22011,-33.93665],[151.21869,-33.93602],[151.21511,-33.93865],[151.21326,-33.93974],[151.21225,-33.93968],[151.21206,-33.93935],[151.20521,-33.94015],[151.20391,-33.93925],[151.20146,-33.93824],[151.1983,-33.93772],[151.19695,-33.93732],[151.1958,-33.93779],[151.19566,-33.93837],[151.19498,-33.93867],[151.19468,-33.93864],[151.1946,-33.93829],[151.19445,-33.93835],[151.19339,-33.9391],[151.19303,-33.93966],[151.19287,-33.93958],[151.19278,-33.9361],[151.19259,-33.93505],[151.19204,-33.93377],[151.19385,-33.93305],[151.19457,-33.92967]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1069,745,1532
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1603","Mascot - Eastlakes (1603)","[[151.19176,-33.92078],[151.19637,-33.92142],[151.19385,-33.93305],[151.19204,-33.93377],[151.1911,-33.93285],[151.18605,-33.93215],[151.18743,-33.92759],[151.19013,-33.92478],[151.19126,-33.92336],[151.19166,-33.92214],[151.19176,-33.92078]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1354,1010,1813
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1604","Mascot - Eastlakes (1604)","[[151.17424,-33.92497],[151.17453,-33.92431],[151.17515,-33.92365],[151.17736,-33.92242],[151.17935,-33.92019],[151.17962,-33.92032],[151.18083,-33.91917],[151.18201,-33.91946],[151.19176,-33.92078],[151.19166,-33.92214],[151.19139,-33.92312],[151.19013,-33.92478],[151.18754,-33.9274],[151.1861,-33.93173],[151.18496,-33.9313],[151.18414,-33.93046],[151.18395,-33.92977],[151.18413,-33.92834],[151.18405,-33.92779],[151.18355,-33.92696],[151.18288,-33.92646],[151.17919,-33.9256],[151.17688,-33.92593],[151.17593,-33.92586],[151.17525,-33.92562],[151.17424,-33.92497]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1260,940,1687
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1605","Mascot - Eastlakes (1605)","[[151.19457,-33.92967],[151.19544,-33.92553],[151.20616,-33.92699],[151.20527,-33.93113],[151.19457,-33.92967]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1373,963,1955
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1607","Mascot - Eastlakes (1607)","[[151.21162,-33.92362],[151.21288,-33.92406],[151.21697,-33.92478],[151.21553,-33.92683],[151.21513,-33.92674],[151.21497,-33.92757],[151.21461,-33.92831],[151.21193,-33.93214],[151.20885,-33.93162],[151.2105,-33.92797],[151.21094,-33.92599],[151.21187,-33.926],[151.21244,-33.92487],[151.21145,-33.92456],[151.21162,-33.92362]]","07/31/2016 - 08/28/2016, Every day, Daily Average",882,608,1279
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1608","Mascot - Eastlakes (1608)","[[151.19544,-33.92553],[151.19637,-33.92142],[151.20703,-33.92291],[151.20616,-33.92699],[151.19544,-33.92553]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1237,905,1689
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1610","Pagewood - Hillsdale - Daceyville (1610)","[[151.22352,-33.95248],[151.22505,-33.95292],[151.22643,-33.95368],[151.2267,-33.95367],[151.22684,-33.95192],[151.22867,-33.95219],[151.22884,-33.95137],[151.22933,-33.95144],[151.22921,-33.95202],[151.22961,-33.95207],[151.22953,-33.95245],[151.23129,-33.95285],[151.2306,-33.95359],[151.23042,-33.95398],[151.23025,-33.95505],[151.23032,-33.9556],[151.22569,-33.95643],[151.22369,-33.95786],[151.22352,-33.95248]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1361,932,1986
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1611","Pagewood - Hillsdale - Daceyville (1611)","[[151.23129,-33.95285],[151.22953,-33.95245],[151.22961,-33.95207],[151.22921,-33.95202],[151.22933,-33.95144],[151.22884,-33.95137],[151.22867,-33.95219],[151.22684,-33.95192],[151.2267,-33.95367],[151.22643,-33.95368],[151.22505,-33.95292],[151.22352,-33.95248],[151.22338,-33.94809],[151.22197,-33.94787],[151.22158,-33.94549],[151.22229,-33.94586],[151.22333,-33.9461],[151.22632,-33.94603],[151.22716,-33.94585],[151.22836,-33.94676],[151.22973,-33.94735],[151.23145,-33.94987],[151.23168,-33.952],[151.23129,-33.95285]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1199,844,1702
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1612","Pagewood - Hillsdale - Daceyville (1612)","[[151.21982,-33.93652],[151.21988,-33.93675],[151.21916,-33.93794],[151.21941,-33.93797],[151.21939,-33.93835],[151.21748,-33.94269],[151.21691,-33.94234],[151.2166,-33.94298],[151.21596,-33.9428],[151.21539,-33.94307],[151.21276,-33.94226],[151.21256,-33.94236],[151.21205,-33.94287],[151.21143,-33.94592],[151.20929,-33.94559],[151.20789,-33.94396],[151.20521,-33.94015],[151.21206,-33.93935],[151.21225,-33.93968],[151.21326,-33.93974],[151.21511,-33.93865],[151.21869,-33.93602],[151.21982,-33.93652]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1005,732,1378
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1613","Pagewood - Hillsdale - Daceyville (1613)","[[151.22158,-33.94549],[151.22285,-33.94306],[151.22389,-33.93946],[151.2285,-33.94012],[151.22752,-33.94226],[151.22685,-33.94469],[151.22687,-33.94545],[151.22716,-33.94585],[151.22632,-33.94603],[151.22333,-33.9461],[151.22229,-33.94586],[151.22158,-33.94549]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1140,810,1603
